"document","topic","gamma"
"1942:The Ox-Bow Incident",42,0
"1942:The Ox-Bow Incident",43,0
"1942:The Ox-Bow Incident",44,0.024
"1942:The Ox-Bow Incident",45,0.067
"1942:The Ox-Bow Incident",46,0.01
"1942:The Ox-Bow Incident",47,0
"1942:The Ox-Bow Incident",48,0.029
"1942:The Ox-Bow Incident",49,0
"1942:The Ox-Bow Incident",50,0.015
"1942:The Pied Piper",1,0.017
"1942:The Pied Piper",2,0.017
"1942:The Pied Piper",3,0.017
"1942:The Pied Piper",4,0.017
"1942:The Pied Piper",5,0.017
"1942:The Pied Piper",6,0.017
"1942:The Pied Piper",7,0.017
"1942:The Pied Piper",8,0.017
"1942:The Pied Piper",9,0.017
"1942:The Pied Piper",10,0.017
"1942:The Pied Piper",11,0.017
"1942:The Pied Piper",12,0.017
"1942:The Pied Piper",13,0.017
"1942:The Pied Piper",14,0.017
"1942:The Pied Piper",15,0.017
"1942:The Pied Piper",16,0.017
"1942:The Pied Piper",17,0.017
"1942:The Pied Piper",18,0.017
"1942:The Pied Piper",19,0.017
"1942:The Pied Piper",20,0.017
"1942:The Pied Piper",21,0.183
"1942:The Pied Piper",22,0.017
"1942:The Pied Piper",23,0.017
"1942:The Pied Piper",24,0.017
"1942:The Pied Piper",25,0.017
"1942:The Pied Piper",26,0.017
"1942:The Pied Piper",27,0.017
"1942:The Pied Piper",28,0.017
"1942:The Pied Piper",29,0.017
"1942:The Pied Piper",30,0.017
"1942:The Pied Piper",31,0.017
"1942:The Pied Piper",32,0.017
"1942:The Pied Piper",33,0.017
"1942:The Pied Piper",34,0.017
"1942:The Pied Piper",35,0.017
"1942:The Pied Piper",36,0.017
"1942:The Pied Piper",37,0.017
"1942:The Pied Piper",38,0.017
"1942:The Pied Piper",39,0.017
"1942:The Pied Piper",40,0.017
"1942:The Pied Piper",41,0.017
"1942:The Pied Piper",42,0.017
"1942:The Pied Piper",43,0.017
"1942:The Pied Piper",44,0.017
"1942:The Pied Piper",45,0.017
"1942:The Pied Piper",46,0.017
"1942:The Pied Piper",47,0.017
"1942:The Pied Piper",48,0.017
"1942:The Pied Piper",49,0.017
"1942:The Pied Piper",50,0.017
"1942:The Pride of the Yankees",1,0.004
"1942:The Pride of the Yankees",2,0.004
"1942:The Pride of the Yankees",3,0.004
"1942:The Pride of the Yankees",4,0.004
"1942:The Pride of the Yankees",5,0.004
"1942:The Pride of the Yankees",6,0.004
"1942:The Pride of the Yankees",7,0.004
"1942:The Pride of the Yankees",8,0.004
"1942:The Pride of the Yankees",9,0.004
"1942:The Pride of the Yankees",10,0.004
"1942:The Pride of the Yankees",11,0.048
"1942:The Pride of the Yankees",12,0.004
"1942:The Pride of the Yankees",13,0.004
"1942:The Pride of the Yankees",14,0.004
"1942:The Pride of the Yankees",15,0.004
"1942:The Pride of the Yankees",16,0.004
"1942:The Pride of the Yankees",17,0.135
"1942:The Pride of the Yankees",18,0.004
"1942:The Pride of the Yankees",19,0.048
"1942:The Pride of the Yankees",20,0.004
"1942:The Pride of the Yankees",21,0.004
"1942:The Pride of the Yankees",22,0.004
"1942:The Pride of the Yankees",23,0.004
"1942:The Pride of the Yankees",24,0.004
"1942:The Pride of the Yankees",25,0.004
"1942:The Pride of the Yankees",26,0.004
"1942:The Pride of the Yankees",27,0.004
"1942:The Pride of the Yankees",28,0.135
"1942:The Pride of the Yankees",29,0.004
"1942:The Pride of the Yankees",30,0.004
"1942:The Pride of the Yankees",31,0.004
"1942:The Pride of the Yankees",32,0.004
"1942:The Pride of the Yankees",33,0.004
"1942:The Pride of the Yankees",34,0.004
"1942:The Pride of the Yankees",35,0.004
"1942:The Pride of the Yankees",36,0.004
"1942:The Pride of the Yankees",37,0.004
"1942:The Pride of the Yankees",38,0.004
"1942:The Pride of the Yankees",39,0.004
"1942:The Pride of the Yankees",40,0.004
"1942:The Pride of the Yankees",41,0.004
"1942:The Pride of the Yankees",42,0.048
"1942:The Pride of the Yankees",43,0.004
"1942:The Pride of the Yankees",44,0.004
"1942:The Pride of the Yankees",45,0.004
"1942:The Pride of the Yankees",46,0.004
"1942:The Pride of the Yankees",47,0.004
"1942:The Pride of the Yankees",48,0.091
"1942:The Pride of the Yankees",49,0.309
"1942:The Pride of the Yankees",50,0.004
"1942:The Talk of the Town",1,0.017
"1942:The Talk of the Town",2,0.017
"1942:The Talk of the Town",3,0.017
"1942:The Talk of the Town",4,0.017
"1942:The Talk of the Town",5,0.017
"1942:The Talk of the Town",6,0.017
"1942:The Talk of the Town",7,0.017
"1942:The Talk of the Town",8,0.017
"1942:The Talk of the Town",9,0.017
"1942:The Talk of the Town",10,0.017
"1942:The Talk of the Town",11,0.017
"1942:The Talk of the Town",12,0.017
"1942:The Talk of the Town",13,0.017
"1942:The Talk of the Town",14,0.017
"1942:The Talk of the Town",15,0.017
"1942:The Talk of the Town",16,0.017
"1942:The Talk of the Town",17,0.017
"1942:The Talk of the Town",18,0.017
"1942:The Talk of the Town",19,0.017
"1942:The Talk of the Town",20,0.017
"1942:The Talk of the Town",21,0.183
"1942:The Talk of the Town",22,0.017
"1942:The Talk of the Town",23,0.017
"1942:The Talk of the Town",24,0.017
"1942:The Talk of the Town",25,0.017
"1942:The Talk of the Town",26,0.017
"1942:The Talk of the Town",27,0.017
"1942:The Talk of the Town",28,0.017
"1942:The Talk of the Town",29,0.017
"1942:The Talk of the Town",30,0.017
"1942:The Talk of the Town",31,0.017
"1942:The Talk of the Town",32,0.017
"1942:The Talk of the Town",33,0.017
"1942:The Talk of the Town",34,0.017
"1942:The Talk of the Town",35,0.017
"1942:The Talk of the Town",36,0.017
"1942:The Talk of the Town",37,0.017
"1942:The Talk of the Town",38,0.017
"1942:The Talk of the Town",39,0.017
"1942:The Talk of the Town",40,0.017
"1942:The Talk of the Town",41,0.017
"1942:The Talk of the Town",42,0.017
"1942:The Talk of the Town",43,0.017
"1942:The Talk of the Town",44,0.017
"1942:The Talk of the Town",45,0.017
"1942:The Talk of the Town",46,0.017
"1942:The Talk of the Town",47,0.017
"1942:The Talk of the Town",48,0.017
"1942:The Talk of the Town",49,0.017
"1942:The Talk of the Town",50,0.017
"1942:Wake Island",1,0.001
"1942:Wake Island",2,0.001
"1942:Wake Island",3,0.001
"1942:Wake Island",4,0.001
"1942:Wake Island",5,0.001
"1942:Wake Island",6,0.001
"1942:Wake Island",7,0.001
"1942:Wake Island",8,0.001
"1942:Wake Island",9,0.001
"1942:Wake Island",10,0.006
"1942:Wake Island",11,0.033
"1942:Wake Island",12,0.006
"1942:Wake Island",13,0.001
"1942:Wake Island",14,0.001
"1942:Wake Island",15,0.017
"1942:Wake Island",16,0.001
"1942:Wake Island",17,0.001
"1942:Wake Island",18,0.001
"1942:Wake Island",19,0.001
"1942:Wake Island",20,0.001
"1942:Wake Island",21,0.001
"1942:Wake Island",22,0.001
"1942:Wake Island",23,0.001
"1942:Wake Island",24,0.001
"1942:Wake Island",25,0.001
"1942:Wake Island",26,0.001
"1942:Wake Island",27,0.077
"1942:Wake Island",28,0.001
"1942:Wake Island",29,0.31
"1942:Wake Island",30,0.006
"1942:Wake Island",31,0.077
"1942:Wake Island",32,0.001
"1942:Wake Island",33,0.001
"1942:Wake Island",34,0.001
"1942:Wake Island",35,0.001
"1942:Wake Island",36,0.001
"1942:Wake Island",37,0.001
"1942:Wake Island",38,0.001
"1942:Wake Island",39,0.006
"1942:Wake Island",40,0.001
"1942:Wake Island",41,0.001
"1942:Wake Island",42,0.245
"1942:Wake Island",43,0.001
"1942:Wake Island",44,0.006
"1942:Wake Island",45,0.011
"1942:Wake Island",46,0.001
"1942:Wake Island",47,0.174
"1942:Wake Island",48,0.001
"1942:Wake Island",49,0.006
"1942:Wake Island",50,0.001
"1942:Yankee Doodle Dandy",1,0.017
"1942:Yankee Doodle Dandy",2,0.017
"1942:Yankee Doodle Dandy",3,0.017
"1942:Yankee Doodle Dandy",4,0.017
"1942:Yankee Doodle Dandy",5,0.017
"1942:Yankee Doodle Dandy",6,0.017
"1942:Yankee Doodle Dandy",7,0.017
"1942:Yankee Doodle Dandy",8,0.017
"1942:Yankee Doodle Dandy",9,0.017
"1942:Yankee Doodle Dandy",10,0.017
"1942:Yankee Doodle Dandy",11,0.017
"1942:Yankee Doodle Dandy",12,0.017
"1942:Yankee Doodle Dandy",13,0.017
"1942:Yankee Doodle Dandy",14,0.017
"1942:Yankee Doodle Dandy",15,0.017
"1942:Yankee Doodle Dandy",16,0.017
"1942:Yankee Doodle Dandy",17,0.017
"1942:Yankee Doodle Dandy",18,0.017
"1942:Yankee Doodle Dandy",19,0.017
"1942:Yankee Doodle Dandy",20,0.017
"1942:Yankee Doodle Dandy",21,0.183
"1942:Yankee Doodle Dandy",22,0.017
"1942:Yankee Doodle Dandy",23,0.017
"1942:Yankee Doodle Dandy",24,0.017
"1942:Yankee Doodle Dandy",25,0.017
"1942:Yankee Doodle Dandy",26,0.017
"1942:Yankee Doodle Dandy",27,0.017
"1942:Yankee Doodle Dandy",28,0.017
"1942:Yankee Doodle Dandy",29,0.017
"1942:Yankee Doodle Dandy",30,0.017
"1942:Yankee Doodle Dandy",31,0.017
"1942:Yankee Doodle Dandy",32,0.017
"1942:Yankee Doodle Dandy",33,0.017
"1942:Yankee Doodle Dandy",34,0.017
"1942:Yankee Doodle Dandy",35,0.017
"1942:Yankee Doodle Dandy",36,0.017
"1942:Yankee Doodle Dandy",37,0.017
"1942:Yankee Doodle Dandy",38,0.017
"1942:Yankee Doodle Dandy",39,0.017
"1942:Yankee Doodle Dandy",40,0.017
"1942:Yankee Doodle Dandy",41,0.017
"1942:Yankee Doodle Dandy",42,0.017
"1942:Yankee Doodle Dandy",43,0.017
"1942:Yankee Doodle Dandy",44,0.017
"1942:Yankee Doodle Dandy",45,0.017
"1942:Yankee Doodle Dandy",46,0.017
"1942:Yankee Doodle Dandy",47,0.017
"1942:Yankee Doodle Dandy",48,0.017
"1942:Yankee Doodle Dandy",49,0.017
"1942:Yankee Doodle Dandy",50,0.017
"1943:For Whom the Bell Tolls",1,0.017
"1943:For Whom the Bell Tolls",2,0.017
"1943:For Whom the Bell Tolls",3,0.017
"1943:For Whom the Bell Tolls",4,0.017
"1943:For Whom the Bell Tolls",5,0.017
"1943:For Whom the Bell Tolls",6,0.017
"1943:For Whom the Bell Tolls",7,0.017
"1943:For Whom the Bell Tolls",8,0.017
"1943:For Whom the Bell Tolls",9,0.017
"1943:For Whom the Bell Tolls",10,0.017
"1943:For Whom the Bell Tolls",11,0.017
"1943:For Whom the Bell Tolls",12,0.017
"1943:For Whom the Bell Tolls",13,0.017
"1943:For Whom the Bell Tolls",14,0.017
"1943:For Whom the Bell Tolls",15,0.017
"1943:For Whom the Bell Tolls",16,0.017
"1943:For Whom the Bell Tolls",17,0.017
"1943:For Whom the Bell Tolls",18,0.017
"1943:For Whom the Bell Tolls",19,0.017
"1943:For Whom the Bell Tolls",20,0.017
"1943:For Whom the Bell Tolls",21,0.183
"1943:For Whom the Bell Tolls",22,0.017
"1943:For Whom the Bell Tolls",23,0.017
"1943:For Whom the Bell Tolls",24,0.017
"1943:For Whom the Bell Tolls",25,0.017
"1943:For Whom the Bell Tolls",26,0.017
"1943:For Whom the Bell Tolls",27,0.017
"1943:For Whom the Bell Tolls",28,0.017
"1943:For Whom the Bell Tolls",29,0.017
"1943:For Whom the Bell Tolls",30,0.017
"1943:For Whom the Bell Tolls",31,0.017
"1943:For Whom the Bell Tolls",32,0.017
"1943:For Whom the Bell Tolls",33,0.017
"1943:For Whom the Bell Tolls",34,0.017
"1943:For Whom the Bell Tolls",35,0.017
"1943:For Whom the Bell Tolls",36,0.017
"1943:For Whom the Bell Tolls",37,0.017
"1943:For Whom the Bell Tolls",38,0.017
"1943:For Whom the Bell Tolls",39,0.017
"1943:For Whom the Bell Tolls",40,0.017
"1943:For Whom the Bell Tolls",41,0.017
"1943:For Whom the Bell Tolls",42,0.017
"1943:For Whom the Bell Tolls",43,0.017
"1943:For Whom the Bell Tolls",44,0.017
"1943:For Whom the Bell Tolls",45,0.017
"1943:For Whom the Bell Tolls",46,0.017
"1943:For Whom the Bell Tolls",47,0.017
"1943:For Whom the Bell Tolls",48,0.017
"1943:For Whom the Bell Tolls",49,0.017
"1943:For Whom the Bell Tolls",50,0.017
"1943:Heaven Can Wait",1,0.017
"1943:Heaven Can Wait",2,0.017
"1943:Heaven Can Wait",3,0.017
"1943:Heaven Can Wait",4,0.017
"1943:Heaven Can Wait",5,0.017
"1943:Heaven Can Wait",6,0.017
"1943:Heaven Can Wait",7,0.017
"1943:Heaven Can Wait",8,0.183
"1943:Heaven Can Wait",9,0.017
"1943:Heaven Can Wait",10,0.017
"1943:Heaven Can Wait",11,0.017
"1943:Heaven Can Wait",12,0.017
"1943:Heaven Can Wait",13,0.017
"1943:Heaven Can Wait",14,0.017
"1943:Heaven Can Wait",15,0.017
"1943:Heaven Can Wait",16,0.017
"1943:Heaven Can Wait",17,0.017
"1943:Heaven Can Wait",18,0.017
"1943:Heaven Can Wait",19,0.017
"1943:Heaven Can Wait",20,0.017
"1943:Heaven Can Wait",21,0.017
"1943:Heaven Can Wait",22,0.017
"1943:Heaven Can Wait",23,0.017
"1943:Heaven Can Wait",24,0.017
"1943:Heaven Can Wait",25,0.017
"1943:Heaven Can Wait",26,0.017
"1943:Heaven Can Wait",27,0.017
"1943:Heaven Can Wait",28,0.017
"1943:Heaven Can Wait",29,0.017
"1943:Heaven Can Wait",30,0.017
"1943:Heaven Can Wait",31,0.017
"1943:Heaven Can Wait",32,0.017
"1943:Heaven Can Wait",33,0.017
"1943:Heaven Can Wait",34,0.017
"1943:Heaven Can Wait",35,0.017
"1943:Heaven Can Wait",36,0.017
"1943:Heaven Can Wait",37,0.017
"1943:Heaven Can Wait",38,0.017
"1943:Heaven Can Wait",39,0.017
"1943:Heaven Can Wait",40,0.017
"1943:Heaven Can Wait",41,0.017
"1943:Heaven Can Wait",42,0.017
"1943:Heaven Can Wait",43,0.017
"1943:Heaven Can Wait",44,0.017
"1943:Heaven Can Wait",45,0.017
"1943:Heaven Can Wait",46,0.017
"1943:Heaven Can Wait",47,0.017
"1943:Heaven Can Wait",48,0.017
"1943:Heaven Can Wait",49,0.017
"1943:Heaven Can Wait",50,0.017
"1943:Madame Curie",1,0.017
"1943:Madame Curie",2,0.017
"1943:Madame Curie",3,0.017
"1943:Madame Curie",4,0.017
"1943:Madame Curie",5,0.017
"1943:Madame Curie",6,0.017
"1943:Madame Curie",7,0.017
"1943:Madame Curie",8,0.017
"1943:Madame Curie",9,0.017
"1943:Madame Curie",10,0.017
"1943:Madame Curie",11,0.017
"1943:Madame Curie",12,0.017
"1943:Madame Curie",13,0.017
"1943:Madame Curie",14,0.017
"1943:Madame Curie",15,0.017
"1943:Madame Curie",16,0.017
"1943:Madame Curie",17,0.017
"1943:Madame Curie",18,0.017
"1943:Madame Curie",19,0.017
"1943:Madame Curie",20,0.017
"1943:Madame Curie",21,0.183
"1943:Madame Curie",22,0.017
"1943:Madame Curie",23,0.017
"1943:Madame Curie",24,0.017
"1943:Madame Curie",25,0.017
"1943:Madame Curie",26,0.017
"1943:Madame Curie",27,0.017
"1943:Madame Curie",28,0.017
"1943:Madame Curie",29,0.017
"1943:Madame Curie",30,0.017
"1943:Madame Curie",31,0.017
"1943:Madame Curie",32,0.017
"1943:Madame Curie",33,0.017
"1943:Madame Curie",34,0.017
"1943:Madame Curie",35,0.017
"1943:Madame Curie",36,0.017
"1943:Madame Curie",37,0.017
"1943:Madame Curie",38,0.017
"1943:Madame Curie",39,0.017
"1943:Madame Curie",40,0.017
"1943:Madame Curie",41,0.017
"1943:Madame Curie",42,0.017
"1943:Madame Curie",43,0.017
"1943:Madame Curie",44,0.017
"1943:Madame Curie",45,0.017
"1943:Madame Curie",46,0.017
"1943:Madame Curie",47,0.017
"1943:Madame Curie",48,0.017
"1943:Madame Curie",49,0.017
"1943:Madame Curie",50,0.017
"1943:The Human Comedy",1,0.017
"1943:The Human Comedy",2,0.017
"1943:The Human Comedy",3,0.017
"1943:The Human Comedy",4,0.017
"1943:The Human Comedy",5,0.017
"1943:The Human Comedy",6,0.017
"1943:The Human Comedy",7,0.017
"1943:The Human Comedy",8,0.017
"1943:The Human Comedy",9,0.017
"1943:The Human Comedy",10,0.017
"1943:The Human Comedy",11,0.017
"1943:The Human Comedy",12,0.017
"1943:The Human Comedy",13,0.017
"1943:The Human Comedy",14,0.017
"1943:The Human Comedy",15,0.017
"1943:The Human Comedy",16,0.017
"1943:The Human Comedy",17,0.017
"1943:The Human Comedy",18,0.017
"1943:The Human Comedy",19,0.017
"1943:The Human Comedy",20,0.017
"1943:The Human Comedy",21,0.183
"1943:The Human Comedy",22,0.017
"1943:The Human Comedy",23,0.017
"1943:The Human Comedy",24,0.017
"1943:The Human Comedy",25,0.017
"1943:The Human Comedy",26,0.017
"1943:The Human Comedy",27,0.017
"1943:The Human Comedy",28,0.017
"1943:The Human Comedy",29,0.017
"1943:The Human Comedy",30,0.017
"1943:The Human Comedy",31,0.017
"1943:The Human Comedy",32,0.017
"1943:The Human Comedy",33,0.017
"1943:The Human Comedy",34,0.017
"1943:The Human Comedy",35,0.017
"1943:The Human Comedy",36,0.017
"1943:The Human Comedy",37,0.017
"1943:The Human Comedy",38,0.017
"1943:The Human Comedy",39,0.017
"1943:The Human Comedy",40,0.017
"1943:The Human Comedy",41,0.017
"1943:The Human Comedy",42,0.017
"1943:The Human Comedy",43,0.017
"1943:The Human Comedy",44,0.017
"1943:The Human Comedy",45,0.017
"1943:The Human Comedy",46,0.017
"1943:The Human Comedy",47,0.017
"1943:The Human Comedy",48,0.017
"1943:The Human Comedy",49,0.017
"1943:The Human Comedy",50,0.017
"1943:The More the Merrier",1,0.017
"1943:The More the Merrier",2,0.017
"1943:The More the Merrier",3,0.017
"1943:The More the Merrier",4,0.017
"1943:The More the Merrier",5,0.017
"1943:The More the Merrier",6,0.017
"1943:The More the Merrier",7,0.017
"1943:The More the Merrier",8,0.017
"1943:The More the Merrier",9,0.017
"1943:The More the Merrier",10,0.017
"1943:The More the Merrier",11,0.017
"1943:The More the Merrier",12,0.017
"1943:The More the Merrier",13,0.017
"1943:The More the Merrier",14,0.017
"1943:The More the Merrier",15,0.017
"1943:The More the Merrier",16,0.017
"1943:The More the Merrier",17,0.017
"1943:The More the Merrier",18,0.017
"1943:The More the Merrier",19,0.017
"1943:The More the Merrier",20,0.017
"1943:The More the Merrier",21,0.183
"1943:The More the Merrier",22,0.017
"1943:The More the Merrier",23,0.017
"1943:The More the Merrier",24,0.017
"1943:The More the Merrier",25,0.017
"1943:The More the Merrier",26,0.017
"1943:The More the Merrier",27,0.017
"1943:The More the Merrier",28,0.017
"1943:The More the Merrier",29,0.017
"1943:The More the Merrier",30,0.017
"1943:The More the Merrier",31,0.017
"1943:The More the Merrier",32,0.017
"1943:The More the Merrier",33,0.017
"1943:The More the Merrier",34,0.017
"1943:The More the Merrier",35,0.017
"1943:The More the Merrier",36,0.017
"1943:The More the Merrier",37,0.017
"1943:The More the Merrier",38,0.017
"1943:The More the Merrier",39,0.017
"1943:The More the Merrier",40,0.017
"1943:The More the Merrier",41,0.017
"1943:The More the Merrier",42,0.017
"1943:The More the Merrier",43,0.017
"1943:The More the Merrier",44,0.017
"1943:The More the Merrier",45,0.017
"1943:The More the Merrier",46,0.017
"1943:The More the Merrier",47,0.017
"1943:The More the Merrier",48,0.017
"1943:The More the Merrier",49,0.017
"1943:The More the Merrier",50,0.017
"1943:The Song of Bernadette",1,0.002
"1943:The Song of Bernadette",2,0.002
"1943:The Song of Bernadette",3,0.002
"1943:The Song of Bernadette",4,0.017
"1943:The Song of Bernadette",5,0.017
"1943:The Song of Bernadette",6,0.002
"1943:The Song of Bernadette",7,0.002
"1943:The Song of Bernadette",8,0.002
"1943:The Song of Bernadette",9,0.002
"1943:The Song of Bernadette",10,0.002
"1943:The Song of Bernadette",11,0.002
"1943:The Song of Bernadette",12,0.002
"1943:The Song of Bernadette",13,0.002
"1943:The Song of Bernadette",14,0.002
"1943:The Song of Bernadette",15,0.002
"1943:The Song of Bernadette",16,0.002
"1943:The Song of Bernadette",17,0.002
"1943:The Song of Bernadette",18,0.002
"1943:The Song of Bernadette",19,0.092
"1943:The Song of Bernadette",20,0.017
"1943:The Song of Bernadette",21,0.002
"1943:The Song of Bernadette",22,0.002
"1943:The Song of Bernadette",23,0.002
"1943:The Song of Bernadette",24,0.002
"1943:The Song of Bernadette",25,0.168
"1943:The Song of Bernadette",26,0.002
"1943:The Song of Bernadette",27,0.002
"1943:The Song of Bernadette",28,0.002
"1943:The Song of Bernadette",29,0.032
"1943:The Song of Bernadette",30,0.002
"1943:The Song of Bernadette",31,0.047
"1943:The Song of Bernadette",32,0.002
"1943:The Song of Bernadette",33,0.002
"1943:The Song of Bernadette",34,0.426
"1943:The Song of Bernadette",35,0.002
"1943:The Song of Bernadette",36,0.002
"1943:The Song of Bernadette",37,0.002
"1943:The Song of Bernadette",38,0.002
"1943:The Song of Bernadette",39,0.002
"1943:The Song of Bernadette",40,0.032
"1943:The Song of Bernadette",41,0.002
"1943:The Song of Bernadette",42,0.017
"1943:The Song of Bernadette",43,0.002
"1943:The Song of Bernadette",44,0.032
"1943:The Song of Bernadette",45,0.002
"1943:The Song of Bernadette",46,0.047
"1943:The Song of Bernadette",47,0.002
"1943:The Song of Bernadette",48,0.002
"1943:The Song of Bernadette",49,0.002
"1943:The Song of Bernadette",50,0.002
"1943:Watch on the Rhine",1,0.001
"1943:Watch on the Rhine",2,0.001
"1943:Watch on the Rhine",3,0.001
"1943:Watch on the Rhine",4,0.001
"1943:Watch on the Rhine",5,0.06
"1943:Watch on the Rhine",6,0.007
"1943:Watch on the Rhine",7,0.007
"1943:Watch on the Rhine",8,0.001
"1943:Watch on the Rhine",9,0.001
"1943:Watch on the Rhine",10,0.001
"1943:Watch on the Rhine",11,0.04
"1943:Watch on the Rhine",12,0.053
"1943:Watch on the Rhine",13,0.001
"1943:Watch on the Rhine",14,0.001
"1943:Watch on the Rhine",15,0.027
"1943:Watch on the Rhine",16,0.001
"1943:Watch on the Rhine",17,0.007
"1943:Watch on the Rhine",18,0.001
"1943:Watch on the Rhine",19,0.001
"1943:Watch on the Rhine",20,0.224
"1943:Watch on the Rhine",21,0.001
"1943:Watch on the Rhine",22,0.251
"1943:Watch on the Rhine",23,0.001
"1943:Watch on the Rhine",24,0.08
"1943:Watch on the Rhine",25,0.001
"1943:Watch on the Rhine",26,0.001
"1943:Watch on the Rhine",27,0.066
"1943:Watch on the Rhine",28,0.034
"1943:Watch on the Rhine",29,0.001
"1943:Watch on the Rhine",30,0.001
"1943:Watch on the Rhine",31,0.001
"1943:Watch on the Rhine",32,0.001
"1943:Watch on the Rhine",33,0.001
"1943:Watch on the Rhine",34,0.007
"1943:Watch on the Rhine",35,0.001
"1943:Watch on the Rhine",36,0.001
"1943:Watch on the Rhine",37,0.001
"1943:Watch on the Rhine",38,0.001
"1943:Watch on the Rhine",39,0.001
"1943:Watch on the Rhine",40,0.034
"1943:Watch on the Rhine",41,0.04
"1943:Watch on the Rhine",42,0.001
"1943:Watch on the Rhine",43,0.001
"1943:Watch on the Rhine",44,0.001
"1943:Watch on the Rhine",45,0.02
"1943:Watch on the Rhine",46,0.014
"1943:Watch on the Rhine",47,0.001
"1943:Watch on the Rhine",48,0.001
"1943:Watch on the Rhine",49,0.007
"1943:Watch on the Rhine",50,0.001
"1944:Double Indemnity",1,0.013
"1944:Double Indemnity",2,0.001
"1944:Double Indemnity",3,0.044
"1944:Double Indemnity",4,0.001
"1944:Double Indemnity",5,0.001
"1944:Double Indemnity",6,0.05
"1944:Double Indemnity",7,0.001
"1944:Double Indemnity",8,0.001
"1944:Double Indemnity",9,0.001
"1944:Double Indemnity",10,0.013
"1944:Double Indemnity",11,0.007
"1944:Double Indemnity",12,0.136
"1944:Double Indemnity",13,0.001
"1944:Double Indemnity",14,0.001
"1944:Double Indemnity",15,0.001
"1944:Double Indemnity",16,0.019
"1944:Double Indemnity",17,0.001
"1944:Double Indemnity",18,0.001
"1944:Double Indemnity",19,0.001
"1944:Double Indemnity",20,0.001
"1944:Double Indemnity",21,0.001
"1944:Double Indemnity",22,0.001
"1944:Double Indemnity",23,0.068
"1944:Double Indemnity",24,0.001
"1944:Double Indemnity",25,0.013
"1944:Double Indemnity",26,0.001
"1944:Double Indemnity",27,0.117
"1944:Double Indemnity",28,0.001
"1944:Double Indemnity",29,0.007
"1944:Double Indemnity",30,0.001
"1944:Double Indemnity",31,0.001
"1944:Double Indemnity",32,0.001
"1944:Double Indemnity",33,0.007
"1944:Double Indemnity",34,0.001
"1944:Double Indemnity",35,0.031
"1944:Double Indemnity",36,0.001
"1944:Double Indemnity",37,0.001
"1944:Double Indemnity",38,0.007
"1944:Double Indemnity",39,0.001
"1944:Double Indemnity",40,0.129
"1944:Double Indemnity",41,0.007
"1944:Double Indemnity",42,0.001
"1944:Double Indemnity",43,0.001
"1944:Double Indemnity",44,0.313
"1944:Double Indemnity",45,0.001
"1944:Double Indemnity",46,0.001
"1944:Double Indemnity",47,0.001
"1944:Double Indemnity",48,0.001
"1944:Double Indemnity",49,0.001
"1944:Double Indemnity",50,0.001
"1944:Gaslight",1,0.002
"1944:Gaslight",2,0.002
"1944:Gaslight",3,0.05
"1944:Gaslight",4,0.002
"1944:Gaslight",5,0.002
"1944:Gaslight",6,0.066
"1944:Gaslight",7,0.002
"1944:Gaslight",8,0.002
"1944:Gaslight",9,0.002
"1944:Gaslight",10,0.002
"1944:Gaslight",11,0.002
"1944:Gaslight",12,0.018
"1944:Gaslight",13,0.002
"1944:Gaslight",14,0.002
"1944:Gaslight",15,0.244
"1944:Gaslight",16,0.002
"1944:Gaslight",17,0.002
"1944:Gaslight",18,0.002
"1944:Gaslight",19,0.034
"1944:Gaslight",20,0.002
"1944:Gaslight",21,0.002
"1944:Gaslight",22,0.002
"1944:Gaslight",23,0.131
"1944:Gaslight",24,0.002
"1944:Gaslight",25,0.018
"1944:Gaslight",26,0.002
"1944:Gaslight",27,0.002
"1944:Gaslight",28,0.002
"1944:Gaslight",29,0.002
"1944:Gaslight",30,0.002
"1944:Gaslight",31,0.002
"1944:Gaslight",32,0.05
"1944:Gaslight",33,0.002
"1944:Gaslight",34,0.018
"1944:Gaslight",35,0.002
"1944:Gaslight",36,0.002
"1944:Gaslight",37,0.002
"1944:Gaslight",38,0.002
"1944:Gaslight",39,0.002
"1944:Gaslight",40,0.002
"1944:Gaslight",41,0.002
"1944:Gaslight",42,0.002
"1944:Gaslight",43,0.002
"1944:Gaslight",44,0.131
"1944:Gaslight",45,0.002
"1944:Gaslight",46,0.082
"1944:Gaslight",47,0.002
"1944:Gaslight",48,0.082
"1944:Gaslight",49,0.018
"1944:Gaslight",50,0.002
"1944:Going My Way",1,0.001
"1944:Going My Way",2,0.234
"1944:Going My Way",3,0.001
"1944:Going My Way",4,0.001
"1944:Going My Way",5,0.001
"1944:Going My Way",6,0.001
"1944:Going My Way",7,0.015
"1944:Going My Way",8,0.084
"1944:Going My Way",9,0.001
"1944:Going My Way",10,0.001
"1944:Going My Way",11,0.001
"1944:Going My Way",12,0.001
"1944:Going My Way",13,0.001
"1944:Going My Way",14,0.248
"1944:Going My Way",15,0.001
"1944:Going My Way",16,0.001
"1944:Going My Way",17,0.001
"1944:Going My Way",18,0.001
"1944:Going My Way",19,0.138
"1944:Going My Way",20,0.001
"1944:Going My Way",21,0.001
"1944:Going My Way",22,0.029
"1944:Going My Way",23,0.001
"1944:Going My Way",24,0.001
"1944:Going My Way",25,0.001
"1944:Going My Way",26,0.001
"1944:Going My Way",27,0.001
"1944:Going My Way",28,0.001
