"document","topic","gamma"
"1985:Witness",50,0.112
"1986:Children of a Lesser God",1,0.001
"1986:Children of a Lesser God",2,0.014
"1986:Children of a Lesser God",3,0.001
"1986:Children of a Lesser God",4,0.001
"1986:Children of a Lesser God",5,0.001
"1986:Children of a Lesser God",6,0.191
"1986:Children of a Lesser God",7,0.001
"1986:Children of a Lesser God",8,0.001
"1986:Children of a Lesser God",9,0.001
"1986:Children of a Lesser God",10,0.001
"1986:Children of a Lesser God",11,0.007
"1986:Children of a Lesser God",12,0.001
"1986:Children of a Lesser God",13,0.001
"1986:Children of a Lesser God",14,0.001
"1986:Children of a Lesser God",15,0.014
"1986:Children of a Lesser God",16,0.028
"1986:Children of a Lesser God",17,0.001
"1986:Children of a Lesser God",18,0.001
"1986:Children of a Lesser God",19,0.001
"1986:Children of a Lesser God",20,0.001
"1986:Children of a Lesser God",21,0.007
"1986:Children of a Lesser God",22,0.035
"1986:Children of a Lesser God",23,0.001
"1986:Children of a Lesser God",24,0.001
"1986:Children of a Lesser God",25,0.001
"1986:Children of a Lesser God",26,0.001
"1986:Children of a Lesser God",27,0.001
"1986:Children of a Lesser God",28,0.001
"1986:Children of a Lesser God",29,0.001
"1986:Children of a Lesser God",30,0.001
"1986:Children of a Lesser God",31,0.191
"1986:Children of a Lesser God",32,0.246
"1986:Children of a Lesser God",33,0.007
"1986:Children of a Lesser God",34,0.001
"1986:Children of a Lesser God",35,0.001
"1986:Children of a Lesser God",36,0.001
"1986:Children of a Lesser God",37,0.144
"1986:Children of a Lesser God",38,0.001
"1986:Children of a Lesser God",39,0.001
"1986:Children of a Lesser God",40,0.007
"1986:Children of a Lesser God",41,0.001
"1986:Children of a Lesser God",42,0.014
"1986:Children of a Lesser God",43,0.001
"1986:Children of a Lesser God",44,0.007
"1986:Children of a Lesser God",45,0.001
"1986:Children of a Lesser God",46,0.001
"1986:Children of a Lesser God",47,0.001
"1986:Children of a Lesser God",48,0.001
"1986:Children of a Lesser God",49,0.062
"1986:Children of a Lesser God",50,0.001
"1986:Hannah and Her Sisters",1,0.001
"1986:Hannah and Her Sisters",2,0.001
"1986:Hannah and Her Sisters",3,0.001
"1986:Hannah and Her Sisters",4,0.013
"1986:Hannah and Her Sisters",5,0.001
"1986:Hannah and Her Sisters",6,0.228
"1986:Hannah and Her Sisters",7,0.001
"1986:Hannah and Her Sisters",8,0.001
"1986:Hannah and Her Sisters",9,0.001
"1986:Hannah and Her Sisters",10,0.001
"1986:Hannah and Her Sisters",11,0.001
"1986:Hannah and Her Sisters",12,0.001
"1986:Hannah and Her Sisters",13,0.031
"1986:Hannah and Her Sisters",14,0.001
"1986:Hannah and Her Sisters",15,0.013
"1986:Hannah and Her Sisters",16,0.001
"1986:Hannah and Her Sisters",17,0.001
"1986:Hannah and Her Sisters",18,0.001
"1986:Hannah and Her Sisters",19,0.001
"1986:Hannah and Her Sisters",20,0.001
"1986:Hannah and Her Sisters",21,0.001
"1986:Hannah and Her Sisters",22,0.001
"1986:Hannah and Her Sisters",23,0.001
"1986:Hannah and Her Sisters",24,0.001
"1986:Hannah and Her Sisters",25,0.001
"1986:Hannah and Her Sisters",26,0.001
"1986:Hannah and Her Sisters",27,0.001
"1986:Hannah and Her Sisters",28,0.05
"1986:Hannah and Her Sisters",29,0.001
"1986:Hannah and Her Sisters",30,0.019
"1986:Hannah and Her Sisters",31,0.001
"1986:Hannah and Her Sisters",32,0.019
"1986:Hannah and Her Sisters",33,0.001
"1986:Hannah and Her Sisters",34,0.001
"1986:Hannah and Her Sisters",35,0.007
"1986:Hannah and Her Sisters",36,0.019
"1986:Hannah and Her Sisters",37,0.001
"1986:Hannah and Her Sisters",38,0.001
"1986:Hannah and Her Sisters",39,0.001
"1986:Hannah and Her Sisters",40,0.001
"1986:Hannah and Her Sisters",41,0.037
"1986:Hannah and Her Sisters",42,0.001
"1986:Hannah and Her Sisters",43,0.001
"1986:Hannah and Her Sisters",44,0.013
"1986:Hannah and Her Sisters",45,0.001
"1986:Hannah and Her Sisters",46,0.001
"1986:Hannah and Her Sisters",47,0.001
"1986:Hannah and Her Sisters",48,0.013
"1986:Hannah and Her Sisters",49,0.448
"1986:Hannah and Her Sisters",50,0.068
"1986:Platoon",1,0.002
"1986:Platoon",2,0
"1986:Platoon",3,0.002
"1986:Platoon",4,0
"1986:Platoon",5,0
"1986:Platoon",6,0
"1986:Platoon",7,0.004
"1986:Platoon",8,0.004
"1986:Platoon",9,0.016
"1986:Platoon",10,0.05
"1986:Platoon",11,0.009
"1986:Platoon",12,0
"1986:Platoon",13,0
"1986:Platoon",14,0
"1986:Platoon",15,0.069
"1986:Platoon",16,0
"1986:Platoon",17,0
"1986:Platoon",18,0
"1986:Platoon",19,0
"1986:Platoon",20,0
"1986:Platoon",21,0
"1986:Platoon",22,0
"1986:Platoon",23,0
"1986:Platoon",24,0
"1986:Platoon",25,0.064
"1986:Platoon",26,0
"1986:Platoon",27,0.155
"1986:Platoon",28,0
"1986:Platoon",29,0.408
"1986:Platoon",30,0.016
"1986:Platoon",31,0
"1986:Platoon",32,0.067
"1986:Platoon",33,0
"1986:Platoon",34,0.011
"1986:Platoon",35,0.002
"1986:Platoon",36,0
"1986:Platoon",37,0
"1986:Platoon",38,0
"1986:Platoon",39,0.005
"1986:Platoon",40,0
"1986:Platoon",41,0
"1986:Platoon",42,0.034
"1986:Platoon",43,0
"1986:Platoon",44,0.05
"1986:Platoon",45,0.009
"1986:Platoon",46,0
"1986:Platoon",47,0
"1986:Platoon",48,0.013
"1986:Platoon",49,0.007
"1986:Platoon",50,0
"1986:The Mission",1,0
"1986:The Mission",2,0.153
"1986:The Mission",3,0
"1986:The Mission",4,0.018
"1986:The Mission",5,0
"1986:The Mission",6,0
"1986:The Mission",7,0
"1986:The Mission",8,0
"1986:The Mission",9,0
"1986:The Mission",10,0.148
"1986:The Mission",11,0.014
"1986:The Mission",12,0.009
"1986:The Mission",13,0
"1986:The Mission",14,0.009
"1986:The Mission",15,0
"1986:The Mission",16,0
"1986:The Mission",17,0
"1986:The Mission",18,0
"1986:The Mission",19,0.081
"1986:The Mission",20,0
"1986:The Mission",21,0
"1986:The Mission",22,0
"1986:The Mission",23,0
"1986:The Mission",24,0
"1986:The Mission",25,0
"1986:The Mission",26,0
"1986:The Mission",27,0
"1986:The Mission",28,0
"1986:The Mission",29,0.207
"1986:The Mission",30,0
"1986:The Mission",31,0
"1986:The Mission",32,0
"1986:The Mission",33,0.009
"1986:The Mission",34,0
"1986:The Mission",35,0
"1986:The Mission",36,0
"1986:The Mission",37,0.005
"1986:The Mission",38,0
"1986:The Mission",39,0.009
"1986:The Mission",40,0
"1986:The Mission",41,0
"1986:The Mission",42,0.095
"1986:The Mission",43,0.005
"1986:The Mission",44,0
"1986:The Mission",45,0
"1986:The Mission",46,0
"1986:The Mission",47,0
"1986:The Mission",48,0.005
"1986:The Mission",49,0.036
"1986:The Mission",50,0.18
"1987:Broadcast News",1,0.119
"1987:Broadcast News",2,0.249
"1987:Broadcast News",3,0.016
"1987:Broadcast News",4,0
"1987:Broadcast News",5,0
"1987:Broadcast News",6,0.284
"1987:Broadcast News",7,0.012
"1987:Broadcast News",8,0
"1987:Broadcast News",9,0
"1987:Broadcast News",10,0
"1987:Broadcast News",11,0.008
"1987:Broadcast News",12,0.008
"1987:Broadcast News",13,0.008
"1987:Broadcast News",14,0
"1987:Broadcast News",15,0
"1987:Broadcast News",16,0
"1987:Broadcast News",17,0
"1987:Broadcast News",18,0.023
"1987:Broadcast News",19,0
"1987:Broadcast News",20,0
"1987:Broadcast News",21,0
"1987:Broadcast News",22,0.066
"1987:Broadcast News",23,0
"1987:Broadcast News",24,0
"1987:Broadcast News",25,0
"1987:Broadcast News",26,0
"1987:Broadcast News",27,0
"1987:Broadcast News",28,0.004
"1987:Broadcast News",29,0
"1987:Broadcast News",30,0
"1987:Broadcast News",31,0
"1987:Broadcast News",32,0.012
"1987:Broadcast News",33,0
"1987:Broadcast News",34,0
"1987:Broadcast News",35,0
"1987:Broadcast News",36,0.023
"1987:Broadcast News",37,0
"1987:Broadcast News",38,0
"1987:Broadcast News",39,0.035
"1987:Broadcast News",40,0
"1987:Broadcast News",41,0.004
"1987:Broadcast News",42,0.023
"1987:Broadcast News",43,0.027
"1987:Broadcast News",44,0
"1987:Broadcast News",45,0.035
"1987:Broadcast News",46,0
"1987:Broadcast News",47,0.027
"1987:Broadcast News",48,0.004
"1987:Broadcast News",49,0
"1987:Broadcast News",50,0
"1987:Fatal Attraction",1,0.001
"1987:Fatal Attraction",2,0.001
"1987:Fatal Attraction",3,0.126
"1987:Fatal Attraction",4,0.017
"1987:Fatal Attraction",5,0.001
"1987:Fatal Attraction",6,0.083
"1987:Fatal Attraction",7,0.05
"1987:Fatal Attraction",8,0.001
"1987:Fatal Attraction",9,0.001
"1987:Fatal Attraction",10,0.001
"1987:Fatal Attraction",11,0.001
"1987:Fatal Attraction",12,0.017
"1987:Fatal Attraction",13,0.001
"1987:Fatal Attraction",14,0.001
"1987:Fatal Attraction",15,0.104
"1987:Fatal Attraction",16,0.05
"1987:Fatal Attraction",17,0.022
"1987:Fatal Attraction",18,0.001
"1987:Fatal Attraction",19,0.033
"1987:Fatal Attraction",20,0.006
"1987:Fatal Attraction",21,0.006
"1987:Fatal Attraction",22,0.159
"1987:Fatal Attraction",23,0.126
"1987:Fatal Attraction",24,0.001
"1987:Fatal Attraction",25,0.011
"1987:Fatal Attraction",26,0.001
"1987:Fatal Attraction",27,0.104
"1987:Fatal Attraction",28,0.001
"1987:Fatal Attraction",29,0.001
"1987:Fatal Attraction",30,0.001
"1987:Fatal Attraction",31,0.017
"1987:Fatal Attraction",32,0.028
"1987:Fatal Attraction",33,0.001
"1987:Fatal Attraction",34,0.001
"1987:Fatal Attraction",35,0.001
"1987:Fatal Attraction",36,0.001
"1987:Fatal Attraction",37,0.001
"1987:Fatal Attraction",38,0.001
"1987:Fatal Attraction",39,0.001
"1987:Fatal Attraction",40,0.001
"1987:Fatal Attraction",41,0.006
"1987:Fatal Attraction",42,0.001
"1987:Fatal Attraction",43,0.006
"1987:Fatal Attraction",44,0.001
"1987:Fatal Attraction",45,0.001
"1987:Fatal Attraction",46,0.001
"1987:Fatal Attraction",47,0.006
"1987:Fatal Attraction",48,0.001
"1987:Fatal Attraction",49,0.001
"1987:Fatal Attraction",50,0.006
"1987:Hope and Glory",1,0.017
"1987:Hope and Glory",2,0.017
"1987:Hope and Glory",3,0.017
"1987:Hope and Glory",4,0.017
"1987:Hope and Glory",5,0.017
"1987:Hope and Glory",6,0.017
"1987:Hope and Glory",7,0.017
"1987:Hope and Glory",8,0.017
"1987:Hope and Glory",9,0.017
"1987:Hope and Glory",10,0.017
"1987:Hope and Glory",11,0.017
"1987:Hope and Glory",12,0.017
"1987:Hope and Glory",13,0.017
"1987:Hope and Glory",14,0.017
"1987:Hope and Glory",15,0.017
"1987:Hope and Glory",16,0.017
"1987:Hope and Glory",17,0.017
"1987:Hope and Glory",18,0.017
"1987:Hope and Glory",19,0.017
"1987:Hope and Glory",20,0.017
"1987:Hope and Glory",21,0.183
"1987:Hope and Glory",22,0.017
"1987:Hope and Glory",23,0.017
"1987:Hope and Glory",24,0.017
"1987:Hope and Glory",25,0.017
"1987:Hope and Glory",26,0.017
"1987:Hope and Glory",27,0.017
"1987:Hope and Glory",28,0.017
"1987:Hope and Glory",29,0.017
"1987:Hope and Glory",30,0.017
"1987:Hope and Glory",31,0.017
"1987:Hope and Glory",32,0.017
"1987:Hope and Glory",33,0.017
"1987:Hope and Glory",34,0.017
"1987:Hope and Glory",35,0.017
"1987:Hope and Glory",36,0.017
"1987:Hope and Glory",37,0.017
"1987:Hope and Glory",38,0.017
"1987:Hope and Glory",39,0.017
"1987:Hope and Glory",40,0.017
"1987:Hope and Glory",41,0.017
"1987:Hope and Glory",42,0.017
"1987:Hope and Glory",43,0.017
"1987:Hope and Glory",44,0.017
"1987:Hope and Glory",45,0.017
"1987:Hope and Glory",46,0.017
"1987:Hope and Glory",47,0.017
"1987:Hope and Glory",48,0.017
"1987:Hope and Glory",49,0.017
"1987:Hope and Glory",50,0.017
"1987:Moonstruck",1,0
"1987:Moonstruck",2,0.042
"1987:Moonstruck",3,0.064
"1987:Moonstruck",4,0
"1987:Moonstruck",5,0
"1987:Moonstruck",6,0.454
"1987:Moonstruck",7,0
"1987:Moonstruck",8,0
"1987:Moonstruck",9,0
"1987:Moonstruck",10,0.03
"1987:Moonstruck",11,0.008
"1987:Moonstruck",12,0
"1987:Moonstruck",13,0
"1987:Moonstruck",14,0
"1987:Moonstruck",15,0
"1987:Moonstruck",16,0.012
"1987:Moonstruck",17,0
"1987:Moonstruck",18,0
"1987:Moonstruck",19,0
"1987:Moonstruck",20,0
"1987:Moonstruck",21,0.004
"1987:Moonstruck",22,0.053
"1987:Moonstruck",23,0.004
"1987:Moonstruck",24,0.023
"1987:Moonstruck",25,0.015
"1987:Moonstruck",26,0
"1987:Moonstruck",27,0
"1987:Moonstruck",28,0
"1987:Moonstruck",29,0
"1987:Moonstruck",30,0
"1987:Moonstruck",31,0
"1987:Moonstruck",32,0
"1987:Moonstruck",33,0
"1987:Moonstruck",34,0.105
"1987:Moonstruck",35,0.068
"1987:Moonstruck",36,0
"1987:Moonstruck",37,0.008
"1987:Moonstruck",38,0
"1987:Moonstruck",39,0
"1987:Moonstruck",40,0
"1987:Moonstruck",41,0.008
"1987:Moonstruck",42,0
"1987:Moonstruck",43,0
"1987:Moonstruck",44,0.083
"1987:Moonstruck",45,0
"1987:Moonstruck",46,0.004
"1987:Moonstruck",47,0
"1987:Moonstruck",48,0.004
"1987:Moonstruck",49,0
"1987:Moonstruck",50,0
"1987:The Last Emperor",1,0
"1987:The Last Emperor",2,0
"1987:The Last Emperor",3,0
"1987:The Last Emperor",4,0
"1987:The Last Emperor",5,0.004
"1987:The Last Emperor",6,0.017
"1987:The Last Emperor",7,0
"1987:The Last Emperor",8,0
"1987:The Last Emperor",9,0
"1987:The Last Emperor",10,0.022
"1987:The Last Emperor",11,0
"1987:The Last Emperor",12,0.093
"1987:The Last Emperor",13,0
"1987:The Last Emperor",14,0.026
"1987:The Last Emperor",15,0.257
"1987:The Last Emperor",16,0
"1987:The Last Emperor",17,0
"1987:The Last Emperor",18,0.273
"1987:The Last Emperor",19,0
"1987:The Last Emperor",20,0
"1987:The Last Emperor",21,0
"1987:The Last Emperor",22,0.007
"1987:The Last Emperor",23,0
"1987:The Last Emperor",24,0
"1987:The Last Emperor",25,0
"1987:The Last Emperor",26,0
"1987:The Last Emperor",27,0
"1987:The Last Emperor",28,0.003
"1987:The Last Emperor",29,0.085
"1987:The Last Emperor",30,0
"1987:The Last Emperor",31,0.003
"1987:The Last Emperor",32,0
"1987:The Last Emperor",33,0
"1987:The Last Emperor",34,0
"1987:The Last Emperor",35,0.016
"1987:The Last Emperor",36,0
"1987:The Last Emperor",37,0.007
"1987:The Last Emperor",38,0.001
"1987:The Last Emperor",39,0
"1987:The Last Emperor",40,0
"1987:The Last Emperor",41,0.047
"1987:The Last Emperor",42,0
"1987:The Last Emperor",43,0
"1987:The Last Emperor",44,0
"1987:The Last Emperor",45,0.057
"1987:The Last Emperor",46,0.044
"1987:The Last Emperor",47,0
"1987:The Last Emperor",48,0
"1987:The Last Emperor",49,0.003
"1987:The Last Emperor",50,0.031
"1988:Dangerous Liaisons",1,0.001
"1988:Dangerous Liaisons",2,0.162
"1988:Dangerous Liaisons",3,0.006
"1988:Dangerous Liaisons",4,0.001
"1988:Dangerous Liaisons",5,0.001
"1988:Dangerous Liaisons",6,0.328
"1988:Dangerous Liaisons",7,0.038
"1988:Dangerous Liaisons",8,0.001
"1988:Dangerous Liaisons",9,0.001
"1988:Dangerous Liaisons",10,0.001
"1988:Dangerous Liaisons",11,0.017
"1988:Dangerous Liaisons",12,0.006
"1988:Dangerous Liaisons",13,0.006
"1988:Dangerous Liaisons",14,0.001
"1988:Dangerous Liaisons",15,0.001
"1988:Dangerous Liaisons",16,0.038
"1988:Dangerous Liaisons",17,0.001
"1988:Dangerous Liaisons",18,0.001
"1988:Dangerous Liaisons",19,0.001
"1988:Dangerous Liaisons",20,0.001
"1988:Dangerous Liaisons",21,0.001
"1988:Dangerous Liaisons",22,0.001
"1988:Dangerous Liaisons",23,0.001
"1988:Dangerous Liaisons",24,0.001
"1988:Dangerous Liaisons",25,0.006
"1988:Dangerous Liaisons",26,0.001
"1988:Dangerous Liaisons",27,0.006
"1988:Dangerous Liaisons",28,0.001
"1988:Dangerous Liaisons",29,0.006
"1988:Dangerous Liaisons",30,0.001
"1988:Dangerous Liaisons",31,0.011
"1988:Dangerous Liaisons",32,0.21
"1988:Dangerous Liaisons",33,0.001
"1988:Dangerous Liaisons",34,0.001
"1988:Dangerous Liaisons",35,0.011
"1988:Dangerous Liaisons",36,0.001
"1988:Dangerous Liaisons",37,0.001
"1988:Dangerous Liaisons",38,0.001
"1988:Dangerous Liaisons",39,0.001
"1988:Dangerous Liaisons",40,0.006
"1988:Dangerous Liaisons",41,0.124
"1988:Dangerous Liaisons",42,0.001
"1988:Dangerous Liaisons",43,0.001
"1988:Dangerous Liaisons",44,0.001
"1988:Dangerous Liaisons",45,0.001
"1988:Dangerous Liaisons",46,0.001
"1988:Dangerous Liaisons",47,0.001
"1988:Dangerous Liaisons",48,0.001
"1988:Dangerous Liaisons",49,0.001
"1988:Dangerous Liaisons",50,0.001
"1988:Mississippi Burning",1,0.002
"1988:Mississippi Burning",2,0
"1988:Mississippi Burning",3,0
"1988:Mississippi Burning",4,0
"1988:Mississippi Burning",5,0
"1988:Mississippi Burning",6,0
"1988:Mississippi Burning",7,0
"1988:Mississippi Burning",8,0
"1988:Mississippi Burning",9,0.004
"1988:Mississippi Burning",10,0.011
"1988:Mississippi Burning",11,0.019
"1988:Mississippi Burning",12,0.019
"1988:Mississippi Burning",13,0
"1988:Mississippi Burning",14,0
"1988:Mississippi Burning",15,0
"1988:Mississippi Burning",16,0
"1988:Mississippi Burning",17,0
"1988:Mississippi Burning",18,0
"1988:Mississippi Burning",19,0
"1988:Mississippi Burning",20,0
"1988:Mississippi Burning",21,0
"1988:Mississippi Burning",22,0.085
"1988:Mississippi Burning",23,0.061
"1988:Mississippi Burning",24,0
"1988:Mississippi Burning",25,0
"1988:Mississippi Burning",26,0
"1988:Mississippi Burning",27,0.026
"1988:Mississippi Burning",28,0
"1988:Mississippi Burning",29,0
"1988:Mississippi Burning",30,0.001
"1988:Mississippi Burning",31,0.008
"1988:Mississippi Burning",32,0
"1988:Mississippi Burning",33,0.072
"1988:Mississippi Burning",34,0.034
"1988:Mississippi Burning",35,0
"1988:Mississippi Burning",36,0.464
"1988:Mississippi Burning",37,0
"1988:Mississippi Burning",38,0
"1988:Mississippi Burning",39,0
"1988:Mississippi Burning",40,0.077
"1988:Mississippi Burning",41,0
"1988:Mississippi Burning",42,0
"1988:Mississippi Burning",43,0
"1988:Mississippi Burning",44,0.1
"1988:Mississippi Burning",45,0
"1988:Mississippi Burning",46,0.001
"1988:Mississippi Burning",47,0
"1988:Mississippi Burning",48,0
"1988:Mississippi Burning",49,0.012
"1988:Mississippi Burning",50,0
"1988:Rain Man",1,0
"1988:Rain Man",2,0.067
"1988:Rain Man",3,0.004
"1988:Rain Man",4,0
"1988:Rain Man",5,0.011
"1988:Rain Man",6,0.032
"1988:Rain Man",7,0
"1988:Rain Man",8,0
"1988:Rain Man",9,0.011
"1988:Rain Man",10,0
"1988:Rain Man",11,0.014
"1988:Rain Man",12,0.168
"1988:Rain Man",13,0
"1988:Rain Man",14,0.021
"1988:Rain Man",15,0
"1988:Rain Man",16,0
"1988:Rain Man",17,0
"1988:Rain Man",18,0
"1988:Rain Man",19,0.067
"1988:Rain Man",20,0
"1988:Rain Man",21,0
"1988:Rain Man",22,0
"1988:Rain Man",23,0.018
"1988:Rain Man",24,0.081
"1988:Rain Man",25,0
"1988:Rain Man",26,0.067
"1988:Rain Man",27,0
"1988:Rain Man",28,0
"1988:Rain Man",29,0.014
"1988:Rain Man",30,0.004
"1988:Rain Man",31,0
"1988:Rain Man",32,0.165
"1988:Rain Man",33,0
"1988:Rain Man",34,0
"1988:Rain Man",35,0.007
"1988:Rain Man",36,0
"1988:Rain Man",37,0
"1988:Rain Man",38,0
"1988:Rain Man",39,0
"1988:Rain Man",40,0.147
"1988:Rain Man",41,0
"1988:Rain Man",42,0.049
"1988:Rain Man",43,0
"1988:Rain Man",44,0
"1988:Rain Man",45,0.004
"1988:Rain Man",46,0
"1988:Rain Man",47,0
"1988:Rain Man",48,0
"1988:Rain Man",49,0.039
"1988:Rain Man",50,0
"1988:The Accidental Tourist",1,0.017
"1988:The Accidental Tourist",2,0.017
"1988:The Accidental Tourist",3,0.017
"1988:The Accidental Tourist",4,0.017
"1988:The Accidental Tourist",5,0.017
"1988:The Accidental Tourist",6,0.017
"1988:The Accidental Tourist",7,0.017
"1988:The Accidental Tourist",8,0.017
"1988:The Accidental Tourist",9,0.017
"1988:The Accidental Tourist",10,0.017
"1988:The Accidental Tourist",11,0.017
"1988:The Accidental Tourist",12,0.017
"1988:The Accidental Tourist",13,0.017
"1988:The Accidental Tourist",14,0.017
"1988:The Accidental Tourist",15,0.183
"1988:The Accidental Tourist",16,0.017
"1988:The Accidental Tourist",17,0.017
"1988:The Accidental Tourist",18,0.017
"1988:The Accidental Tourist",19,0.017
"1988:The Accidental Tourist",20,0.017
"1988:The Accidental Tourist",21,0.017
"1988:The Accidental Tourist",22,0.017
"1988:The Accidental Tourist",23,0.017
"1988:The Accidental Tourist",24,0.017
"1988:The Accidental Tourist",25,0.017
"1988:The Accidental Tourist",26,0.017
"1988:The Accidental Tourist",27,0.017
"1988:The Accidental Tourist",28,0.017
"1988:The Accidental Tourist",29,0.017
"1988:The Accidental Tourist",30,0.017
"1988:The Accidental Tourist",31,0.017
"1988:The Accidental Tourist",32,0.017
"1988:The Accidental Tourist",33,0.017
"1988:The Accidental Tourist",34,0.017
"1988:The Accidental Tourist",35,0.017
"1988:The Accidental Tourist",36,0.017
"1988:The Accidental Tourist",37,0.017
"1988:The Accidental Tourist",38,0.017
"1988:The Accidental Tourist",39,0.017
"1988:The Accidental Tourist",40,0.017
"1988:The Accidental Tourist",41,0.017
"1988:The Accidental Tourist",42,0.017
"1988:The Accidental Tourist",43,0.017
"1988:The Accidental Tourist",44,0.017
"1988:The Accidental Tourist",45,0.017
"1988:The Accidental Tourist",46,0.017
"1988:The Accidental Tourist",47,0.017
"1988:The Accidental Tourist",48,0.017
"1988:The Accidental Tourist",49,0.017
"1988:The Accidental Tourist",50,0.017
"1988:Working Girl",1,0
"1988:Working Girl",2,0
"1988:Working Girl",3,0
"1988:Working Girl",4,0
"1988:Working Girl",5,0.121
"1988:Working Girl",6,0.236
"1988:Working Girl",7,0.038
"1988:Working Girl",8,0
"1988:Working Girl",9,0
"1988:Working Girl",10,0.048
"1988:Working Girl",11,0
"1988:Working Girl",12,0
"1988:Working Girl",13,0.007
"1988:Working Girl",14,0
"1988:Working Girl",15,0.049
"1988:Working Girl",16,0
"1988:Working Girl",17,0
"1988:Working Girl",18,0
"1988:Working Girl",19,0
"1988:Working Girl",20,0
"1988:Working Girl",21,0
"1988:Working Girl",22,0.129
"1988:Working Girl",23,0
"1988:Working Girl",24,0
"1988:Working Girl",25,0.026
"1988:Working Girl",26,0
"1988:Working Girl",27,0.002
"1988:Working Girl",28,0
"1988:Working Girl",29,0
"1988:Working Girl",30,0
"1988:Working Girl",31,0
"1988:Working Girl",32,0.008
"1988:Working Girl",33,0.002
"1988:Working Girl",34,0
"1988:Working Girl",35,0
"1988:Working Girl",36,0
"1988:Working Girl",37,0.025
"1988:Working Girl",38,0
"1988:Working Girl",39,0
"1988:Working Girl",40,0.28
"1988:Working Girl",41,0.015
"1988:Working Girl",42,0
"1988:Working Girl",43,0
"1988:Working Girl",44,0
"1988:Working Girl",45,0
"1988:Working Girl",46,0
"1988:Working Girl",47,0.002
"1988:Working Girl",48,0
"1988:Working Girl",49,0.007
"1988:Working Girl",50,0
"1989:Born on the Fourth of July",1,0
"1989:Born on the Fourth of July",2,0
"1989:Born on the Fourth of July",3,0.037
"1989:Born on the Fourth of July",4,0.006
"1989:Born on the Fourth of July",5,0
"1989:Born on the Fourth of July",6,0.052
"1989:Born on the Fourth of July",7,0
"1989:Born on the Fourth of July",8,0
"1989:Born on the Fourth of July",9,0
"1989:Born on the Fourth of July",10,0
"1989:Born on the Fourth of July",11,0
"1989:Born on the Fourth of July",12,0.012
"1989:Born on the Fourth of July",13,0
"1989:Born on the Fourth of July",14,0
"1989:Born on the Fourth of July",15,0.022
"1989:Born on the Fourth of July",16,0
"1989:Born on the Fourth of July",17,0
"1989:Born on the Fourth of July",18,0.009
"1989:Born on the Fourth of July",19,0.019
"1989:Born on the Fourth of July",20,0
"1989:Born on the Fourth of July",21,0
"1989:Born on the Fourth of July",22,0
"1989:Born on the Fourth of July",23,0
"1989:Born on the Fourth of July",24,0
"1989:Born on the Fourth of July",25,0
"1989:Born on the Fourth of July",26,0.058
"1989:Born on the Fourth of July",27,0
"1989:Born on the Fourth of July",28,0
"1989:Born on the Fourth of July",29,0.195
"1989:Born on the Fourth of July",30,0
"1989:Born on the Fourth of July",31,0
"1989:Born on the Fourth of July",32,0.089
"1989:Born on the Fourth of July",33,0.009
"1989:Born on the Fourth of July",34,0.113
"1989:Born on the Fourth of July",35,0
"1989:Born on the Fourth of July",36,0
"1989:Born on the Fourth of July",37,0.11
"1989:Born on the Fourth of July",38,0
"1989:Born on the Fourth of July",39,0
"1989:Born on the Fourth of July",40,0
"1989:Born on the Fourth of July",41,0
"1989:Born on the Fourth of July",42,0
"1989:Born on the Fourth of July",43,0
"1989:Born on the Fourth of July",44,0.031
"1989:Born on the Fourth of July",45,0.089
"1989:Born on the Fourth of July",46,0
"1989:Born on the Fourth of July",47,0
"1989:Born on the Fourth of July",48,0
"1989:Born on the Fourth of July",49,0.028
"1989:Born on the Fourth of July",50,0.11
"1989:Dead Poets Society",1,0.067
"1989:Dead Poets Society",2,0.097
"1989:Dead Poets Society",3,0
"1989:Dead Poets Society",4,0
"1989:Dead Poets Society",5,0
"1989:Dead Poets Society",6,0
"1989:Dead Poets Society",7,0.002
"1989:Dead Poets Society",8,0
"1989:Dead Poets Society",9,0
"1989:Dead Poets Society",10,0.059
"1989:Dead Poets Society",11,0
"1989:Dead Poets Society",12,0
"1989:Dead Poets Society",13,0
"1989:Dead Poets Society",14,0
"1989:Dead Poets Society",15,0.057
"1989:Dead Poets Society",16,0
"1989:Dead Poets Society",17,0
"1989:Dead Poets Society",18,0
"1989:Dead Poets Society",19,0
"1989:Dead Poets Society",20,0
"1989:Dead Poets Society",21,0
"1989:Dead Poets Society",22,0.108
"1989:Dead Poets Society",23,0
"1989:Dead Poets Society",24,0
"1989:Dead Poets Society",25,0.002
"1989:Dead Poets Society",26,0
"1989:Dead Poets Society",27,0
"1989:Dead Poets Society",28,0
"1989:Dead Poets Society",29,0.037
"1989:Dead Poets Society",30,0
"1989:Dead Poets Society",31,0
"1989:Dead Poets Society",32,0
"1989:Dead Poets Society",33,0
"1989:Dead Poets Society",34,0
"1989:Dead Poets Society",35,0
"1989:Dead Poets Society",36,0
"1989:Dead Poets Society",37,0.444
"1989:Dead Poets Society",38,0
"1989:Dead Poets Society",39,0
"1989:Dead Poets Society",40,0
"1989:Dead Poets Society",41,0.091
"1989:Dead Poets Society",42,0
"1989:Dead Poets Society",43,0.002
"1989:Dead Poets Society",44,0
"1989:Dead Poets Society",45,0
"1989:Dead Poets Society",46,0.024
"1989:Dead Poets Society",47,0.002
"1989:Dead Poets Society",48,0
