"document","topic","gamma"
"1998:Elizabeth",3,0
"1998:Elizabeth",4,0.163
"1998:Elizabeth",5,0
"1998:Elizabeth",6,0
"1998:Elizabeth",7,0
"1998:Elizabeth",8,0
"1998:Elizabeth",9,0.002
"1998:Elizabeth",10,0.003
"1998:Elizabeth",11,0
"1998:Elizabeth",12,0
"1998:Elizabeth",13,0
"1998:Elizabeth",14,0
"1998:Elizabeth",15,0
"1998:Elizabeth",16,0
"1998:Elizabeth",17,0
"1998:Elizabeth",18,0
"1998:Elizabeth",19,0.001
"1998:Elizabeth",20,0.536
"1998:Elizabeth",21,0
"1998:Elizabeth",22,0.022
"1998:Elizabeth",23,0
"1998:Elizabeth",24,0
"1998:Elizabeth",25,0.002
"1998:Elizabeth",26,0
"1998:Elizabeth",27,0
"1998:Elizabeth",28,0.026
"1998:Elizabeth",29,0
"1998:Elizabeth",30,0
"1998:Elizabeth",31,0
"1998:Elizabeth",32,0
"1998:Elizabeth",33,0
"1998:Elizabeth",34,0
"1998:Elizabeth",35,0.001
"1998:Elizabeth",36,0.001
"1998:Elizabeth",37,0.001
"1998:Elizabeth",38,0.232
"1998:Elizabeth",39,0.002
"1998:Elizabeth",40,0
"1998:Elizabeth",41,0
"1998:Elizabeth",42,0
"1998:Elizabeth",43,0
"1998:Elizabeth",44,0
"1998:Elizabeth",45,0
"1998:Elizabeth",46,0
"1998:Elizabeth",47,0
"1998:Elizabeth",48,0
"1998:Elizabeth",49,0.004
"1998:Elizabeth",50,0.002
"1998:LifeIsBeautiful",1,0
"1998:LifeIsBeautiful",2,0
"1998:LifeIsBeautiful",3,0
"1998:LifeIsBeautiful",4,0.144
"1998:LifeIsBeautiful",5,0
"1998:LifeIsBeautiful",6,0
"1998:LifeIsBeautiful",7,0
"1998:LifeIsBeautiful",8,0.015
"1998:LifeIsBeautiful",9,0.06
"1998:LifeIsBeautiful",10,0.001
"1998:LifeIsBeautiful",11,0
"1998:LifeIsBeautiful",12,0.008
"1998:LifeIsBeautiful",13,0.029
"1998:LifeIsBeautiful",14,0
"1998:LifeIsBeautiful",15,0
"1998:LifeIsBeautiful",16,0
"1998:LifeIsBeautiful",17,0
"1998:LifeIsBeautiful",18,0
"1998:LifeIsBeautiful",19,0
"1998:LifeIsBeautiful",20,0
"1998:LifeIsBeautiful",21,0
"1998:LifeIsBeautiful",22,0.5
"1998:LifeIsBeautiful",23,0
"1998:LifeIsBeautiful",24,0
"1998:LifeIsBeautiful",25,0.003
"1998:LifeIsBeautiful",26,0
"1998:LifeIsBeautiful",27,0.013
"1998:LifeIsBeautiful",28,0
"1998:LifeIsBeautiful",29,0.001
"1998:LifeIsBeautiful",30,0
"1998:LifeIsBeautiful",31,0.001
"1998:LifeIsBeautiful",32,0
"1998:LifeIsBeautiful",33,0
"1998:LifeIsBeautiful",34,0
"1998:LifeIsBeautiful",35,0.016
"1998:LifeIsBeautiful",36,0
"1998:LifeIsBeautiful",37,0.006
"1998:LifeIsBeautiful",38,0.044
"1998:LifeIsBeautiful",39,0
"1998:LifeIsBeautiful",40,0
"1998:LifeIsBeautiful",41,0
"1998:LifeIsBeautiful",42,0.114
"1998:LifeIsBeautiful",43,0
"1998:LifeIsBeautiful",44,0.011
"1998:LifeIsBeautiful",45,0
"1998:LifeIsBeautiful",46,0
"1998:LifeIsBeautiful",47,0
"1998:LifeIsBeautiful",48,0.034
"1998:LifeIsBeautiful",49,0
"1998:LifeIsBeautiful",50,0
"1998:SavingPrivateRyan",1,0
"1998:SavingPrivateRyan",2,0
"1998:SavingPrivateRyan",3,0
"1998:SavingPrivateRyan",4,0.054
"1998:SavingPrivateRyan",5,0.006
"1998:SavingPrivateRyan",6,0
"1998:SavingPrivateRyan",7,0
"1998:SavingPrivateRyan",8,0.001
"1998:SavingPrivateRyan",9,0
"1998:SavingPrivateRyan",10,0
"1998:SavingPrivateRyan",11,0
"1998:SavingPrivateRyan",12,0
"1998:SavingPrivateRyan",13,0.007
"1998:SavingPrivateRyan",14,0.047
"1998:SavingPrivateRyan",15,0
"1998:SavingPrivateRyan",16,0
"1998:SavingPrivateRyan",17,0
"1998:SavingPrivateRyan",18,0.001
"1998:SavingPrivateRyan",19,0
"1998:SavingPrivateRyan",20,0
"1998:SavingPrivateRyan",21,0
"1998:SavingPrivateRyan",22,0
"1998:SavingPrivateRyan",23,0.467
"1998:SavingPrivateRyan",24,0.007
"1998:SavingPrivateRyan",25,0
"1998:SavingPrivateRyan",26,0.005
"1998:SavingPrivateRyan",27,0
"1998:SavingPrivateRyan",28,0
"1998:SavingPrivateRyan",29,0
"1998:SavingPrivateRyan",30,0.032
"1998:SavingPrivateRyan",31,0
"1998:SavingPrivateRyan",32,0.001
"1998:SavingPrivateRyan",33,0.001
"1998:SavingPrivateRyan",34,0
"1998:SavingPrivateRyan",35,0
"1998:SavingPrivateRyan",36,0
"1998:SavingPrivateRyan",37,0
"1998:SavingPrivateRyan",38,0
"1998:SavingPrivateRyan",39,0
"1998:SavingPrivateRyan",40,0.1
"1998:SavingPrivateRyan",41,0
"1998:SavingPrivateRyan",42,0
"1998:SavingPrivateRyan",43,0
"1998:SavingPrivateRyan",44,0.001
"1998:SavingPrivateRyan",45,0.034
"1998:SavingPrivateRyan",46,0.002
"1998:SavingPrivateRyan",47,0
"1998:SavingPrivateRyan",48,0
"1998:SavingPrivateRyan",49,0
"1998:SavingPrivateRyan",50,0.235
"1998:ShakespeareinLove",1,0
"1998:ShakespeareinLove",2,0.003
"1998:ShakespeareinLove",3,0.076
"1998:ShakespeareinLove",4,0.018
"1998:ShakespeareinLove",5,0
"1998:ShakespeareinLove",6,0
"1998:ShakespeareinLove",7,0.012
"1998:ShakespeareinLove",8,0
"1998:ShakespeareinLove",9,0
"1998:ShakespeareinLove",10,0.001
"1998:ShakespeareinLove",11,0
"1998:ShakespeareinLove",12,0
"1998:ShakespeareinLove",13,0
"1998:ShakespeareinLove",14,0.162
"1998:ShakespeareinLove",15,0
"1998:ShakespeareinLove",16,0
"1998:ShakespeareinLove",17,0.005
"1998:ShakespeareinLove",18,0
"1998:ShakespeareinLove",19,0.313
"1998:ShakespeareinLove",20,0.058
"1998:ShakespeareinLove",21,0
"1998:ShakespeareinLove",22,0.012
"1998:ShakespeareinLove",23,0
"1998:ShakespeareinLove",24,0
"1998:ShakespeareinLove",25,0
"1998:ShakespeareinLove",26,0.017
"1998:ShakespeareinLove",27,0
"1998:ShakespeareinLove",28,0.175
"1998:ShakespeareinLove",29,0.012
"1998:ShakespeareinLove",30,0
"1998:ShakespeareinLove",31,0
"1998:ShakespeareinLove",32,0
"1998:ShakespeareinLove",33,0
"1998:ShakespeareinLove",34,0
"1998:ShakespeareinLove",35,0
"1998:ShakespeareinLove",36,0.001
"1998:ShakespeareinLove",37,0
"1998:ShakespeareinLove",38,0.043
"1998:ShakespeareinLove",39,0
"1998:ShakespeareinLove",40,0
"1998:ShakespeareinLove",41,0.005
"1998:ShakespeareinLove",42,0
"1998:ShakespeareinLove",43,0
"1998:ShakespeareinLove",44,0.002
"1998:ShakespeareinLove",45,0
"1998:ShakespeareinLove",46,0
"1998:ShakespeareinLove",47,0.001
"1998:ShakespeareinLove",48,0
"1998:ShakespeareinLove",49,0.002
"1998:ShakespeareinLove",50,0.08
"1998:TheThinRedLine",1,0
"1998:TheThinRedLine",2,0
"1998:TheThinRedLine",3,0
"1998:TheThinRedLine",4,0.112
"1998:TheThinRedLine",5,0
"1998:TheThinRedLine",6,0.001
"1998:TheThinRedLine",7,0.022
"1998:TheThinRedLine",8,0
"1998:TheThinRedLine",9,0
"1998:TheThinRedLine",10,0
"1998:TheThinRedLine",11,0.048
"1998:TheThinRedLine",12,0
"1998:TheThinRedLine",13,0
"1998:TheThinRedLine",14,0.1
"1998:TheThinRedLine",15,0
"1998:TheThinRedLine",16,0
"1998:TheThinRedLine",17,0
"1998:TheThinRedLine",18,0
"1998:TheThinRedLine",19,0
"1998:TheThinRedLine",20,0
"1998:TheThinRedLine",21,0
"1998:TheThinRedLine",22,0
"1998:TheThinRedLine",23,0.159
"1998:TheThinRedLine",24,0
"1998:TheThinRedLine",25,0
"1998:TheThinRedLine",26,0.003
"1998:TheThinRedLine",27,0
"1998:TheThinRedLine",28,0
"1998:TheThinRedLine",29,0
"1998:TheThinRedLine",30,0.017
"1998:TheThinRedLine",31,0
"1998:TheThinRedLine",32,0.001
"1998:TheThinRedLine",33,0
"1998:TheThinRedLine",34,0
"1998:TheThinRedLine",35,0
"1998:TheThinRedLine",36,0
"1998:TheThinRedLine",37,0
"1998:TheThinRedLine",38,0
"1998:TheThinRedLine",39,0
"1998:TheThinRedLine",40,0.349
"1998:TheThinRedLine",41,0
"1998:TheThinRedLine",42,0.003
"1998:TheThinRedLine",43,0
"1998:TheThinRedLine",44,0
"1998:TheThinRedLine",45,0
"1998:TheThinRedLine",46,0
"1998:TheThinRedLine",47,0
"1998:TheThinRedLine",48,0
"1998:TheThinRedLine",49,0.005
"1998:TheThinRedLine",50,0.177
"1999:AmericanBeauty",1,0
"1999:AmericanBeauty",2,0
"1999:AmericanBeauty",3,0
"1999:AmericanBeauty",4,0.05
"1999:AmericanBeauty",5,0
"1999:AmericanBeauty",6,0.001
"1999:AmericanBeauty",7,0
"1999:AmericanBeauty",8,0.027
"1999:AmericanBeauty",9,0.208
"1999:AmericanBeauty",10,0
"1999:AmericanBeauty",11,0.001
"1999:AmericanBeauty",12,0
"1999:AmericanBeauty",13,0.001
"1999:AmericanBeauty",14,0.118
"1999:AmericanBeauty",15,0.001
"1999:AmericanBeauty",16,0
"1999:AmericanBeauty",17,0
"1999:AmericanBeauty",18,0.003
"1999:AmericanBeauty",19,0
"1999:AmericanBeauty",20,0
"1999:AmericanBeauty",21,0
"1999:AmericanBeauty",22,0.013
"1999:AmericanBeauty",23,0
"1999:AmericanBeauty",24,0.105
"1999:AmericanBeauty",25,0.003
"1999:AmericanBeauty",26,0.001
"1999:AmericanBeauty",27,0
"1999:AmericanBeauty",28,0
"1999:AmericanBeauty",29,0
"1999:AmericanBeauty",30,0
"1999:AmericanBeauty",31,0
"1999:AmericanBeauty",32,0.002
"1999:AmericanBeauty",33,0
"1999:AmericanBeauty",34,0.002
"1999:AmericanBeauty",35,0.002
"1999:AmericanBeauty",36,0
"1999:AmericanBeauty",37,0
"1999:AmericanBeauty",38,0
"1999:AmericanBeauty",39,0.003
"1999:AmericanBeauty",40,0
"1999:AmericanBeauty",41,0
"1999:AmericanBeauty",42,0
"1999:AmericanBeauty",43,0.002
"1999:AmericanBeauty",44,0.005
"1999:AmericanBeauty",45,0.236
"1999:AmericanBeauty",46,0
"1999:AmericanBeauty",47,0.018
"1999:AmericanBeauty",48,0.055
"1999:AmericanBeauty",49,0
"1999:AmericanBeauty",50,0.143
"1999:TheCiderHouseRules",1,0
"1999:TheCiderHouseRules",2,0
"1999:TheCiderHouseRules",3,0.003
"1999:TheCiderHouseRules",4,0.069
"1999:TheCiderHouseRules",5,0.022
"1999:TheCiderHouseRules",6,0
"1999:TheCiderHouseRules",7,0
"1999:TheCiderHouseRules",8,0
"1999:TheCiderHouseRules",9,0.086
"1999:TheCiderHouseRules",10,0
"1999:TheCiderHouseRules",11,0.002
"1999:TheCiderHouseRules",12,0
"1999:TheCiderHouseRules",13,0
"1999:TheCiderHouseRules",14,0.171
"1999:TheCiderHouseRules",15,0
"1999:TheCiderHouseRules",16,0.254
"1999:TheCiderHouseRules",17,0
"1999:TheCiderHouseRules",18,0
"1999:TheCiderHouseRules",19,0
"1999:TheCiderHouseRules",20,0
"1999:TheCiderHouseRules",21,0.001
"1999:TheCiderHouseRules",22,0.036
"1999:TheCiderHouseRules",23,0.028
"1999:TheCiderHouseRules",24,0.016
"1999:TheCiderHouseRules",25,0.002
"1999:TheCiderHouseRules",26,0
"1999:TheCiderHouseRules",27,0.006
"1999:TheCiderHouseRules",28,0
"1999:TheCiderHouseRules",29,0
"1999:TheCiderHouseRules",30,0.041
"1999:TheCiderHouseRules",31,0
"1999:TheCiderHouseRules",32,0.002
"1999:TheCiderHouseRules",33,0
"1999:TheCiderHouseRules",34,0
"1999:TheCiderHouseRules",35,0
"1999:TheCiderHouseRules",36,0
"1999:TheCiderHouseRules",37,0.002
"1999:TheCiderHouseRules",38,0
"1999:TheCiderHouseRules",39,0
"1999:TheCiderHouseRules",40,0
"1999:TheCiderHouseRules",41,0.041
"1999:TheCiderHouseRules",42,0.022
"1999:TheCiderHouseRules",43,0
"1999:TheCiderHouseRules",44,0
"1999:TheCiderHouseRules",45,0.022
"1999:TheCiderHouseRules",46,0
"1999:TheCiderHouseRules",47,0.107
"1999:TheCiderHouseRules",48,0.001
"1999:TheCiderHouseRules",49,0
"1999:TheCiderHouseRules",50,0.065
"1999:TheGreenMile",1,0
"1999:TheGreenMile",2,0.008
"1999:TheGreenMile",3,0
"1999:TheGreenMile",4,0.003
"1999:TheGreenMile",5,0.001
"1999:TheGreenMile",6,0
"1999:TheGreenMile",7,0
"1999:TheGreenMile",8,0
"1999:TheGreenMile",9,0.02
"1999:TheGreenMile",10,0
"1999:TheGreenMile",11,0.047
"1999:TheGreenMile",12,0.001
"1999:TheGreenMile",13,0
"1999:TheGreenMile",14,0.136
"1999:TheGreenMile",15,0.001
"1999:TheGreenMile",16,0
"1999:TheGreenMile",17,0
"1999:TheGreenMile",18,0
"1999:TheGreenMile",19,0
"1999:TheGreenMile",20,0.001
"1999:TheGreenMile",21,0
"1999:TheGreenMile",22,0.002
"1999:TheGreenMile",23,0
"1999:TheGreenMile",24,0
"1999:TheGreenMile",25,0.373
"1999:TheGreenMile",26,0
"1999:TheGreenMile",27,0
"1999:TheGreenMile",28,0
"1999:TheGreenMile",29,0
"1999:TheGreenMile",30,0.048
"1999:TheGreenMile",31,0
"1999:TheGreenMile",32,0
"1999:TheGreenMile",33,0
"1999:TheGreenMile",34,0.004
"1999:TheGreenMile",35,0
"1999:TheGreenMile",36,0.001
"1999:TheGreenMile",37,0
"1999:TheGreenMile",38,0
"1999:TheGreenMile",39,0
"1999:TheGreenMile",40,0
"1999:TheGreenMile",41,0.02
"1999:TheGreenMile",42,0.004
"1999:TheGreenMile",43,0
"1999:TheGreenMile",44,0.003
"1999:TheGreenMile",45,0
"1999:TheGreenMile",46,0
"1999:TheGreenMile",47,0.032
"1999:TheGreenMile",48,0
"1999:TheGreenMile",49,0.005
"1999:TheGreenMile",50,0.29
"1999:TheInsider",1,0
"1999:TheInsider",2,0
"1999:TheInsider",3,0
"1999:TheInsider",4,0.095
"1999:TheInsider",5,0.005
"1999:TheInsider",6,0.001
"1999:TheInsider",7,0
"1999:TheInsider",8,0.041
"1999:TheInsider",9,0
"1999:TheInsider",10,0
"1999:TheInsider",11,0.01
"1999:TheInsider",12,0.001
"1999:TheInsider",13,0.017
"1999:TheInsider",14,0.045
"1999:TheInsider",15,0
"1999:TheInsider",16,0.001
"1999:TheInsider",17,0
"1999:TheInsider",18,0
"1999:TheInsider",19,0
"1999:TheInsider",20,0
"1999:TheInsider",21,0
"1999:TheInsider",22,0
"1999:TheInsider",23,0.011
"1999:TheInsider",24,0.02
"1999:TheInsider",25,0
"1999:TheInsider",26,0
"1999:TheInsider",27,0.019
"1999:TheInsider",28,0
"1999:TheInsider",29,0.005
"1999:TheInsider",30,0
"1999:TheInsider",31,0
"1999:TheInsider",32,0
"1999:TheInsider",33,0.272
"1999:TheInsider",34,0
"1999:TheInsider",35,0
"1999:TheInsider",36,0
"1999:TheInsider",37,0
"1999:TheInsider",38,0
"1999:TheInsider",39,0
"1999:TheInsider",40,0.009
"1999:TheInsider",41,0.003
"1999:TheInsider",42,0.003
"1999:TheInsider",43,0.044
"1999:TheInsider",44,0.026
"1999:TheInsider",45,0.24
"1999:TheInsider",46,0.001
"1999:TheInsider",47,0.055
"1999:TheInsider",48,0.011
"1999:TheInsider",49,0.061
"1999:TheInsider",50,0.004
"1999:TheSixthSense",1,0.01
"1999:TheSixthSense",2,0
"1999:TheSixthSense",3,0.036
"1999:TheSixthSense",4,0
"1999:TheSixthSense",5,0
"1999:TheSixthSense",6,0
"1999:TheSixthSense",7,0
"1999:TheSixthSense",8,0
"1999:TheSixthSense",9,0.049
"1999:TheSixthSense",10,0.005
"1999:TheSixthSense",11,0
"1999:TheSixthSense",12,0
"1999:TheSixthSense",13,0
"1999:TheSixthSense",14,0.1
"1999:TheSixthSense",15,0
"1999:TheSixthSense",16,0.001
"1999:TheSixthSense",17,0.011
"1999:TheSixthSense",18,0
"1999:TheSixthSense",19,0.008
"1999:TheSixthSense",20,0
"1999:TheSixthSense",21,0
"1999:TheSixthSense",22,0.035
"1999:TheSixthSense",23,0.006
"1999:TheSixthSense",24,0
"1999:TheSixthSense",25,0
"1999:TheSixthSense",26,0
"1999:TheSixthSense",27,0
"1999:TheSixthSense",28,0
"1999:TheSixthSense",29,0
"1999:TheSixthSense",30,0
"1999:TheSixthSense",31,0
"1999:TheSixthSense",32,0
"1999:TheSixthSense",33,0.005
"1999:TheSixthSense",34,0
"1999:TheSixthSense",35,0
"1999:TheSixthSense",36,0
"1999:TheSixthSense",37,0
"1999:TheSixthSense",38,0
"1999:TheSixthSense",39,0
"1999:TheSixthSense",40,0.005
"1999:TheSixthSense",41,0.018
"1999:TheSixthSense",42,0
"1999:TheSixthSense",43,0.014
"1999:TheSixthSense",44,0
"1999:TheSixthSense",45,0.296
"1999:TheSixthSense",46,0
"1999:TheSixthSense",47,0.197
"1999:TheSixthSense",48,0.021
"1999:TheSixthSense",49,0
"1999:TheSixthSense",50,0.182
"2000:Chocolat",1,0.001
"2000:Chocolat",2,0
"2000:Chocolat",3,0
"2000:Chocolat",4,0.145
"2000:Chocolat",5,0
"2000:Chocolat",6,0.002
"2000:Chocolat",7,0
"2000:Chocolat",8,0.007
"2000:Chocolat",9,0.002
"2000:Chocolat",10,0
"2000:Chocolat",11,0.043
"2000:Chocolat",12,0.005
"2000:Chocolat",13,0
"2000:Chocolat",14,0
"2000:Chocolat",15,0.238
"2000:Chocolat",16,0
"2000:Chocolat",17,0
"2000:Chocolat",18,0
"2000:Chocolat",19,0
"2000:Chocolat",20,0.094
"2000:Chocolat",21,0
"2000:Chocolat",22,0.129
"2000:Chocolat",23,0
"2000:Chocolat",24,0
"2000:Chocolat",25,0
"2000:Chocolat",26,0
"2000:Chocolat",27,0
"2000:Chocolat",28,0.047
"2000:Chocolat",29,0
"2000:Chocolat",30,0.025
"2000:Chocolat",31,0
"2000:Chocolat",32,0.027
"2000:Chocolat",33,0
"2000:Chocolat",34,0
"2000:Chocolat",35,0.003
"2000:Chocolat",36,0
"2000:Chocolat",37,0
"2000:Chocolat",38,0.121
"2000:Chocolat",39,0.012
"2000:Chocolat",40,0.013
"2000:Chocolat",41,0
"2000:Chocolat",42,0.081
"2000:Chocolat",43,0
"2000:Chocolat",44,0
"2000:Chocolat",45,0
"2000:Chocolat",46,0
"2000:Chocolat",47,0
"2000:Chocolat",48,0
"2000:Chocolat",49,0
"2000:Chocolat",50,0.001
"2000:CrouchingTiger,HiddenDragon",1,0.04
"2000:CrouchingTiger,HiddenDragon",2,0
"2000:CrouchingTiger,HiddenDragon",3,0.013
"2000:CrouchingTiger,HiddenDragon",4,0.096
"2000:CrouchingTiger,HiddenDragon",5,0
"2000:CrouchingTiger,HiddenDragon",6,0
"2000:CrouchingTiger,HiddenDragon",7,0
"2000:CrouchingTiger,HiddenDragon",8,0
"2000:CrouchingTiger,HiddenDragon",9,0
"2000:CrouchingTiger,HiddenDragon",10,0
"2000:CrouchingTiger,HiddenDragon",11,0
"2000:CrouchingTiger,HiddenDragon",12,0.001
"2000:CrouchingTiger,HiddenDragon",13,0
"2000:CrouchingTiger,HiddenDragon",14,0.045
"2000:CrouchingTiger,HiddenDragon",15,0
"2000:CrouchingTiger,HiddenDragon",16,0
"2000:CrouchingTiger,HiddenDragon",17,0.253
"2000:CrouchingTiger,HiddenDragon",18,0.002
"2000:CrouchingTiger,HiddenDragon",19,0.009
"2000:CrouchingTiger,HiddenDragon",20,0.013
"2000:CrouchingTiger,HiddenDragon",21,0
"2000:CrouchingTiger,HiddenDragon",22,0.064
"2000:CrouchingTiger,HiddenDragon",23,0
"2000:CrouchingTiger,HiddenDragon",24,0
"2000:CrouchingTiger,HiddenDragon",25,0
"2000:CrouchingTiger,HiddenDragon",26,0.001
"2000:CrouchingTiger,HiddenDragon",27,0.004
"2000:CrouchingTiger,HiddenDragon",28,0
"2000:CrouchingTiger,HiddenDragon",29,0
"2000:CrouchingTiger,HiddenDragon",30,0
"2000:CrouchingTiger,HiddenDragon",31,0.027
"2000:CrouchingTiger,HiddenDragon",32,0
"2000:CrouchingTiger,HiddenDragon",33,0
"2000:CrouchingTiger,HiddenDragon",34,0
"2000:CrouchingTiger,HiddenDragon",35,0
"2000:CrouchingTiger,HiddenDragon",36,0.011
"2000:CrouchingTiger,HiddenDragon",37,0
"2000:CrouchingTiger,HiddenDragon",38,0.102
"2000:CrouchingTiger,HiddenDragon",39,0
"2000:CrouchingTiger,HiddenDragon",40,0
"2000:CrouchingTiger,HiddenDragon",41,0
"2000:CrouchingTiger,HiddenDragon",42,0.039
"2000:CrouchingTiger,HiddenDragon",43,0
"2000:CrouchingTiger,HiddenDragon",44,0.046
"2000:CrouchingTiger,HiddenDragon",45,0
"2000:CrouchingTiger,HiddenDragon",46,0.007
"2000:CrouchingTiger,HiddenDragon",47,0
"2000:CrouchingTiger,HiddenDragon",48,0
"2000:CrouchingTiger,HiddenDragon",49,0.002
"2000:CrouchingTiger,HiddenDragon",50,0.223
"2000:ErinBrockovich",1,0.003
"2000:ErinBrockovich",2,0.016
"2000:ErinBrockovich",3,0
"2000:ErinBrockovich",4,0.057
"2000:ErinBrockovich",5,0
"2000:ErinBrockovich",6,0
"2000:ErinBrockovich",7,0
"2000:ErinBrockovich",8,0.06
"2000:ErinBrockovich",9,0.116
"2000:ErinBrockovich",10,0
"2000:ErinBrockovich",11,0.071
"2000:ErinBrockovich",12,0
"2000:ErinBrockovich",13,0
"2000:ErinBrockovich",14,0.001
"2000:ErinBrockovich",15,0
"2000:ErinBrockovich",16,0
"2000:ErinBrockovich",17,0
"2000:ErinBrockovich",18,0
"2000:ErinBrockovich",19,0
"2000:ErinBrockovich",20,0
"2000:ErinBrockovich",21,0.001
"2000:ErinBrockovich",22,0
"2000:ErinBrockovich",23,0
"2000:ErinBrockovich",24,0.106
"2000:ErinBrockovich",25,0
"2000:ErinBrockovich",26,0.015
"2000:ErinBrockovich",27,0.007
"2000:ErinBrockovich",28,0.001
"2000:ErinBrockovich",29,0.002
"2000:ErinBrockovich",30,0.048
"2000:ErinBrockovich",31,0
"2000:ErinBrockovich",32,0
"2000:ErinBrockovich",33,0
"2000:ErinBrockovich",34,0
"2000:ErinBrockovich",35,0.002
"2000:ErinBrockovich",36,0
"2000:ErinBrockovich",37,0
"2000:ErinBrockovich",38,0
"2000:ErinBrockovich",39,0.001
"2000:ErinBrockovich",40,0.002
"2000:ErinBrockovich",41,0.037
"2000:ErinBrockovich",42,0
"2000:ErinBrockovich",43,0.018
"2000:ErinBrockovich",44,0
"2000:ErinBrockovich",45,0.315
"2000:ErinBrockovich",46,0
"2000:ErinBrockovich",47,0
"2000:ErinBrockovich",48,0.007
"2000:ErinBrockovich",49,0.046
"2000:ErinBrockovich",50,0.069
"2000:Gladiator",1,0.016
"2000:Gladiator",2,0
"2000:Gladiator",3,0.001
"2000:Gladiator",4,0.04
"2000:Gladiator",5,0
"2000:Gladiator",6,0
"2000:Gladiator",7,0
"2000:Gladiator",8,0
"2000:Gladiator",9,0
"2000:Gladiator",10,0.031
"2000:Gladiator",11,0
"2000:Gladiator",12,0
"2000:Gladiator",13,0
"2000:Gladiator",14,0.089
"2000:Gladiator",15,0
"2000:Gladiator",16,0
"2000:Gladiator",17,0.29
"2000:Gladiator",18,0
"2000:Gladiator",19,0.01
"2000:Gladiator",20,0.187
"2000:Gladiator",21,0.001
"2000:Gladiator",22,0.039
"2000:Gladiator",23,0.027
"2000:Gladiator",24,0
"2000:Gladiator",25,0.043
"2000:Gladiator",26,0
"2000:Gladiator",27,0
"2000:Gladiator",28,0
"2000:Gladiator",29,0
"2000:Gladiator",30,0
"2000:Gladiator",31,0.016
"2000:Gladiator",32,0
"2000:Gladiator",33,0
"2000:Gladiator",34,0
"2000:Gladiator",35,0
"2000:Gladiator",36,0.001
"2000:Gladiator",37,0.001
"2000:Gladiator",38,0.006
"2000:Gladiator",39,0
"2000:Gladiator",40,0
"2000:Gladiator",41,0
"2000:Gladiator",42,0.001
"2000:Gladiator",43,0
"2000:Gladiator",44,0
"2000:Gladiator",45,0
"2000:Gladiator",46,0.008
"2000:Gladiator",47,0
"2000:Gladiator",48,0
"2000:Gladiator",49,0
"2000:Gladiator",50,0.194
"2000:Traffic",1,0.028
"2000:Traffic",2,0.009
"2000:Traffic",3,0
"2000:Traffic",4,0.067
"2000:Traffic",5,0
"2000:Traffic",6,0
"2000:Traffic",7,0
"2000:Traffic",8,0.11
"2000:Traffic",9,0.065
"2000:Traffic",10,0
"2000:Traffic",11,0
"2000:Traffic",12,0
"2000:Traffic",13,0
"2000:Traffic",14,0.018
"2000:Traffic",15,0
"2000:Traffic",16,0.05
"2000:Traffic",17,0
"2000:Traffic",18,0.021
"2000:Traffic",19,0
"2000:Traffic",20,0
"2000:Traffic",21,0
"2000:Traffic",22,0.005
"2000:Traffic",23,0.004
"2000:Traffic",24,0.025
"2000:Traffic",25,0
"2000:Traffic",26,0
"2000:Traffic",27,0.017
"2000:Traffic",28,0
"2000:Traffic",29,0
"2000:Traffic",30,0.001
"2000:Traffic",31,0.019
"2000:Traffic",32,0
"2000:Traffic",33,0.045
"2000:Traffic",34,0
"2000:Traffic",35,0
"2000:Traffic",36,0
"2000:Traffic",37,0.001
"2000:Traffic",38,0.001
"2000:Traffic",39,0.022
"2000:Traffic",40,0
"2000:Traffic",41,0.006
"2000:Traffic",42,0
"2000:Traffic",43,0
"2000:Traffic",44,0.158
"2000:Traffic",45,0.198
"2000:Traffic",46,0
"2000:Traffic",47,0.024
"2000:Traffic",48,0.02
"2000:Traffic",49,0.034
"2000:Traffic",50,0.05
"2001:ABeautifulMind",1,0
"2001:ABeautifulMind",2,0
"2001:ABeautifulMind",3,0.003
"2001:ABeautifulMind",4,0.062
"2001:ABeautifulMind",5,0
"2001:ABeautifulMind",6,0.006
"2001:ABeautifulMind",7,0
"2001:ABeautifulMind",8,0
"2001:ABeautifulMind",9,0.02
"2001:ABeautifulMind",10,0
"2001:ABeautifulMind",11,0.013
"2001:ABeautifulMind",12,0
"2001:ABeautifulMind",13,0
"2001:ABeautifulMind",14,0.091
"2001:ABeautifulMind",15,0
"2001:ABeautifulMind",16,0
"2001:ABeautifulMind",17,0.021
"2001:ABeautifulMind",18,0.251
"2001:ABeautifulMind",19,0
"2001:ABeautifulMind",20,0
"2001:ABeautifulMind",21,0
"2001:ABeautifulMind",22,0
"2001:ABeautifulMind",23,0
"2001:ABeautifulMind",24,0.002
"2001:ABeautifulMind",25,0.016
"2001:ABeautifulMind",26,0
"2001:ABeautifulMind",27,0.026
"2001:ABeautifulMind",28,0
"2001:ABeautifulMind",29,0
"2001:ABeautifulMind",30,0
"2001:ABeautifulMind",31,0.002
"2001:ABeautifulMind",32,0
"2001:ABeautifulMind",33,0
"2001:ABeautifulMind",34,0
"2001:ABeautifulMind",35,0.004
"2001:ABeautifulMind",36,0
"2001:ABeautifulMind",37,0.002
"2001:ABeautifulMind",38,0
"2001:ABeautifulMind",39,0.026
"2001:ABeautifulMind",40,0
"2001:ABeautifulMind",41,0.026
"2001:ABeautifulMind",42,0
"2001:ABeautifulMind",43,0.051
