"","document","topic","gamma"
"14651","1992:The Crying Game",1,0.009
"14652","1992:The Crying Game",2,0
"14653","1992:The Crying Game",3,0
"14654","1992:The Crying Game",4,0
"14655","1992:The Crying Game",5,0
"14656","1992:The Crying Game",6,0
"14657","1992:The Crying Game",7,0
"14658","1992:The Crying Game",8,0
"14659","1992:The Crying Game",9,0
"14660","1992:The Crying Game",10,0
"14661","1992:The Crying Game",11,0
"14662","1992:The Crying Game",12,0
"14663","1992:The Crying Game",13,0
"14664","1992:The Crying Game",14,0
"14665","1992:The Crying Game",15,0.127
"14666","1992:The Crying Game",16,0
"14667","1992:The Crying Game",17,0
"14668","1992:The Crying Game",18,0.005
"14669","1992:The Crying Game",19,0
"14670","1992:The Crying Game",20,0
"14671","1992:The Crying Game",21,0
"14672","1992:The Crying Game",22,0.368
"14673","1992:The Crying Game",23,0
"14674","1992:The Crying Game",24,0
"14675","1992:The Crying Game",25,0
"14676","1992:The Crying Game",26,0.005
"14677","1992:The Crying Game",27,0.228
"14678","1992:The Crying Game",28,0
"14679","1992:The Crying Game",29,0.076
"14680","1992:The Crying Game",30,0
"14681","1992:The Crying Game",31,0
"14682","1992:The Crying Game",32,0
"14683","1992:The Crying Game",33,0.013
"14684","1992:The Crying Game",34,0
"14685","1992:The Crying Game",35,0
"14686","1992:The Crying Game",36,0
"14687","1992:The Crying Game",37,0
"14688","1992:The Crying Game",38,0
"14689","1992:The Crying Game",39,0
"14690","1992:The Crying Game",40,0.005
"14691","1992:The Crying Game",41,0.017
"14692","1992:The Crying Game",42,0
"14693","1992:The Crying Game",43,0
"14694","1992:The Crying Game",44,0.043
"14695","1992:The Crying Game",45,0
"14696","1992:The Crying Game",46,0.089
"14697","1992:The Crying Game",47,0
"14698","1992:The Crying Game",48,0
"14699","1992:The Crying Game",49,0
"14700","1992:The Crying Game",50,0
"14701","1992:Unforgiven",1,0
"14702","1992:Unforgiven",2,0
"14703","1992:Unforgiven",3,0.003
"14704","1992:Unforgiven",4,0
"14705","1992:Unforgiven",5,0
"14706","1992:Unforgiven",6,0
"14707","1992:Unforgiven",7,0
"14708","1992:Unforgiven",8,0
"14709","1992:Unforgiven",9,0
"14710","1992:Unforgiven",10,0.049
"14711","1992:Unforgiven",11,0.005
"14712","1992:Unforgiven",12,0.003
"14713","1992:Unforgiven",13,0
"14714","1992:Unforgiven",14,0
"14715","1992:Unforgiven",15,0.074
"14716","1992:Unforgiven",16,0
"14717","1992:Unforgiven",17,0.015
"14718","1992:Unforgiven",18,0
"14719","1992:Unforgiven",19,0.152
"14720","1992:Unforgiven",20,0
"14721","1992:Unforgiven",21,0
"14722","1992:Unforgiven",22,0.008
"14723","1992:Unforgiven",23,0.005
"14724","1992:Unforgiven",24,0
"14725","1992:Unforgiven",25,0.003
"14726","1992:Unforgiven",26,0.01
"14727","1992:Unforgiven",27,0.313
"14728","1992:Unforgiven",28,0.215
"14729","1992:Unforgiven",29,0
"14730","1992:Unforgiven",30,0
"14731","1992:Unforgiven",31,0
"14732","1992:Unforgiven",32,0
"14733","1992:Unforgiven",33,0
"14734","1992:Unforgiven",34,0
"14735","1992:Unforgiven",35,0.003
"14736","1992:Unforgiven",36,0
"14737","1992:Unforgiven",37,0
"14738","1992:Unforgiven",38,0
"14739","1992:Unforgiven",39,0
"14740","1992:Unforgiven",40,0
"14741","1992:Unforgiven",41,0.015
"14742","1992:Unforgiven",42,0
"14743","1992:Unforgiven",43,0
"14744","1992:Unforgiven",44,0
"14745","1992:Unforgiven",45,0
"14746","1992:Unforgiven",46,0
"14747","1992:Unforgiven",47,0.003
"14748","1992:Unforgiven",48,0.088
"14749","1992:Unforgiven",49,0.008
"14750","1992:Unforgiven",50,0.022
"14751","1993:In the Name of the Father",1,0.027
"14752","1993:In the Name of the Father",2,0.115
"14753","1993:In the Name of the Father",3,0.163
"14754","1993:In the Name of the Father",4,0
"14755","1993:In the Name of the Father",5,0
"14756","1993:In the Name of the Father",6,0
"14757","1993:In the Name of the Father",7,0
"14758","1993:In the Name of the Father",8,0.002
"14759","1993:In the Name of the Father",9,0.013
"14760","1993:In the Name of the Father",10,0
"14761","1993:In the Name of the Father",11,0.132
"14762","1993:In the Name of the Father",12,0.042
"14763","1993:In the Name of the Father",13,0
"14764","1993:In the Name of the Father",14,0
"14765","1993:In the Name of the Father",15,0.029
"14766","1993:In the Name of the Father",16,0
"14767","1993:In the Name of the Father",17,0
"14768","1993:In the Name of the Father",18,0.069
"14769","1993:In the Name of the Father",19,0
"14770","1993:In the Name of the Father",20,0
"14771","1993:In the Name of the Father",21,0
"14772","1993:In the Name of the Father",22,0.024
"14773","1993:In the Name of the Father",23,0
"14774","1993:In the Name of the Father",24,0.027
"14775","1993:In the Name of the Father",25,0
"14776","1993:In the Name of the Father",26,0
"14777","1993:In the Name of the Father",27,0
"14778","1993:In the Name of the Father",28,0
"14779","1993:In the Name of the Father",29,0.042
"14780","1993:In the Name of the Father",30,0
"14781","1993:In the Name of the Father",31,0.075
"14782","1993:In the Name of the Father",32,0.016
"14783","1993:In the Name of the Father",33,0
"14784","1993:In the Name of the Father",34,0
"14785","1993:In the Name of the Father",35,0
"14786","1993:In the Name of the Father",36,0
"14787","1993:In the Name of the Father",37,0.002
"14788","1993:In the Name of the Father",38,0.005
"14789","1993:In the Name of the Father",39,0.08
"14790","1993:In the Name of the Father",40,0
"14791","1993:In the Name of the Father",41,0.002
"14792","1993:In the Name of the Father",42,0
"14793","1993:In the Name of the Father",43,0
"14794","1993:In the Name of the Father",44,0
"14795","1993:In the Name of the Father",45,0.009
"14796","1993:In the Name of the Father",46,0.119
"14797","1993:In the Name of the Father",47,0
"14798","1993:In the Name of the Father",48,0
"14799","1993:In the Name of the Father",49,0
"14800","1993:In the Name of the Father",50,0
"14801","1993:Schindler's List",1,0.069
"14802","1993:Schindler's List",2,0
"14803","1993:Schindler's List",3,0.009
"14804","1993:Schindler's List",4,0.003
"14805","1993:Schindler's List",5,0
"14806","1993:Schindler's List",6,0.003
"14807","1993:Schindler's List",7,0
"14808","1993:Schindler's List",8,0
"14809","1993:Schindler's List",9,0
"14810","1993:Schindler's List",10,0.222
"14811","1993:Schindler's List",11,0
"14812","1993:Schindler's List",12,0
"14813","1993:Schindler's List",13,0.003
"14814","1993:Schindler's List",14,0
"14815","1993:Schindler's List",15,0
"14816","1993:Schindler's List",16,0
"14817","1993:Schindler's List",17,0
"14818","1993:Schindler's List",18,0.13
"14819","1993:Schindler's List",19,0.064
"14820","1993:Schindler's List",20,0.098
"14821","1993:Schindler's List",21,0
"14822","1993:Schindler's List",22,0.003
"14823","1993:Schindler's List",23,0
"14824","1993:Schindler's List",24,0
"14825","1993:Schindler's List",25,0.044
"14826","1993:Schindler's List",26,0
"14827","1993:Schindler's List",27,0
"14828","1993:Schindler's List",28,0
"14829","1993:Schindler's List",29,0
"14830","1993:Schindler's List",30,0.012
"14831","1993:Schindler's List",31,0
"14832","1993:Schindler's List",32,0
"14833","1993:Schindler's List",33,0
"14834","1993:Schindler's List",34,0
"14835","1993:Schindler's List",35,0.015
"14836","1993:Schindler's List",36,0.009
"14837","1993:Schindler's List",37,0
"14838","1993:Schindler's List",38,0
"14839","1993:Schindler's List",39,0
"14840","1993:Schindler's List",40,0
"14841","1993:Schindler's List",41,0
"14842","1993:Schindler's List",42,0
"14843","1993:Schindler's List",43,0
"14844","1993:Schindler's List",44,0
"14845","1993:Schindler's List",45,0.006
"14846","1993:Schindler's List",46,0.018
"14847","1993:Schindler's List",47,0.032
"14848","1993:Schindler's List",48,0
"14849","1993:Schindler's List",49,0.049
"14850","1993:Schindler's List",50,0.202
"14851","1993:The Fugitive",1,0.024
"14852","1993:The Fugitive",2,0.008
"14853","1993:The Fugitive",3,0.315
"14854","1993:The Fugitive",4,0
"14855","1993:The Fugitive",5,0
"14856","1993:The Fugitive",6,0
"14857","1993:The Fugitive",7,0
"14858","1993:The Fugitive",8,0
"14859","1993:The Fugitive",9,0.004
"14860","1993:The Fugitive",10,0.14
"14861","1993:The Fugitive",11,0.024
"14862","1993:The Fugitive",12,0.001
"14863","1993:The Fugitive",13,0.007
"14864","1993:The Fugitive",14,0
"14865","1993:The Fugitive",15,0.06
"14866","1993:The Fugitive",16,0
"14867","1993:The Fugitive",17,0
"14868","1993:The Fugitive",18,0.013
"14869","1993:The Fugitive",19,0.038
"14870","1993:The Fugitive",20,0
"14871","1993:The Fugitive",21,0
"14872","1993:The Fugitive",22,0.06
"14873","1993:The Fugitive",23,0.082
"14874","1993:The Fugitive",24,0.014
"14875","1993:The Fugitive",25,0
"14876","1993:The Fugitive",26,0.094
"14877","1993:The Fugitive",27,0.048
"14878","1993:The Fugitive",28,0
"14879","1993:The Fugitive",29,0
"14880","1993:The Fugitive",30,0.024
"14881","1993:The Fugitive",31,0
"14882","1993:The Fugitive",32,0
"14883","1993:The Fugitive",33,0.005
"14884","1993:The Fugitive",34,0.002
"14885","1993:The Fugitive",35,0
"14886","1993:The Fugitive",36,0
"14887","1993:The Fugitive",37,0
"14888","1993:The Fugitive",38,0
"14889","1993:The Fugitive",39,0.007
"14890","1993:The Fugitive",40,0
"14891","1993:The Fugitive",41,0
"14892","1993:The Fugitive",42,0
"14893","1993:The Fugitive",43,0.012
"14894","1993:The Fugitive",44,0
"14895","1993:The Fugitive",45,0
"14896","1993:The Fugitive",46,0
"14897","1993:The Fugitive",47,0
"14898","1993:The Fugitive",48,0.001
"14899","1993:The Fugitive",49,0.012
"14900","1993:The Fugitive",50,0.003
"14901","1993:The Piano",1,0
"14902","1993:The Piano",2,0
"14903","1993:The Piano",3,0
"14904","1993:The Piano",4,0
"14905","1993:The Piano",5,0
"14906","1993:The Piano",6,0.203
"14907","1993:The Piano",7,0
"14908","1993:The Piano",8,0.005
"14909","1993:The Piano",9,0.156
"14910","1993:The Piano",10,0
"14911","1993:The Piano",11,0.015
"14912","1993:The Piano",12,0.175
"14913","1993:The Piano",13,0.01
"14914","1993:The Piano",14,0
"14915","1993:The Piano",15,0.038
"14916","1993:The Piano",16,0.005
"14917","1993:The Piano",17,0
"14918","1993:The Piano",18,0
"14919","1993:The Piano",19,0
"14920","1993:The Piano",20,0
"14921","1993:The Piano",21,0
"14922","1993:The Piano",22,0.019
"14923","1993:The Piano",23,0
"14924","1993:The Piano",24,0.005
"14925","1993:The Piano",25,0
"14926","1993:The Piano",26,0
"14927","1993:The Piano",27,0
"14928","1993:The Piano",28,0
"14929","1993:The Piano",29,0
"14930","1993:The Piano",30,0.104
"14931","1993:The Piano",31,0
"14932","1993:The Piano",32,0.062
"14933","1993:The Piano",33,0
"14934","1993:The Piano",34,0
"14935","1993:The Piano",35,0
"14936","1993:The Piano",36,0.015
"14937","1993:The Piano",37,0.005
"14938","1993:The Piano",38,0
"14939","1993:The Piano",39,0
"14940","1993:The Piano",40,0
"14941","1993:The Piano",41,0.019
"14942","1993:The Piano",42,0
"14943","1993:The Piano",43,0
"14944","1993:The Piano",44,0
"14945","1993:The Piano",45,0
"14946","1993:The Piano",46,0
"14947","1993:The Piano",47,0.109
"14948","1993:The Piano",48,0
"14949","1993:The Piano",49,0.038
"14950","1993:The Piano",50,0
"14951","1993:The Remains of the Day",1,0.001
"14952","1993:The Remains of the Day",2,0.001
"14953","1993:The Remains of the Day",3,0.001
"14954","1993:The Remains of the Day",4,0.001
"14955","1993:The Remains of the Day",5,0.001
"14956","1993:The Remains of the Day",6,0.132
"14957","1993:The Remains of the Day",7,0.001
"14958","1993:The Remains of the Day",8,0.001
"14959","1993:The Remains of the Day",9,0.001
"14960","1993:The Remains of the Day",10,0.036
"14961","1993:The Remains of the Day",11,0.126
"14962","1993:The Remains of the Day",12,0.001
"14963","1993:The Remains of the Day",13,0.001
"14964","1993:The Remains of the Day",14,0.001
"14965","1993:The Remains of the Day",15,0.024
"14966","1993:The Remains of the Day",16,0.007
"14967","1993:The Remains of the Day",17,0.001
"14968","1993:The Remains of the Day",18,0.001
"14969","1993:The Remains of the Day",19,0.001
"14970","1993:The Remains of the Day",20,0.09
"14971","1993:The Remains of the Day",21,0.018
"14972","1993:The Remains of the Day",22,0.007
"14973","1993:The Remains of the Day",23,0.001
"14974","1993:The Remains of the Day",24,0.001
"14975","1993:The Remains of the Day",25,0.001
"14976","1993:The Remains of the Day",26,0.001
"14977","1993:The Remains of the Day",27,0.001
"14978","1993:The Remains of the Day",28,0.007
"14979","1993:The Remains of the Day",29,0.001
"14980","1993:The Remains of the Day",30,0.001
"14981","1993:The Remains of the Day",31,0.001
"14982","1993:The Remains of the Day",32,0.001
"14983","1993:The Remains of the Day",33,0.001
"14984","1993:The Remains of the Day",34,0.221
"14985","1993:The Remains of the Day",35,0.013
"14986","1993:The Remains of the Day",36,0.013
"14987","1993:The Remains of the Day",37,0.024
"14988","1993:The Remains of the Day",38,0.024
"14989","1993:The Remains of the Day",39,0.001
"14990","1993:The Remains of the Day",40,0.001
"14991","1993:The Remains of the Day",41,0.102
"14992","1993:The Remains of the Day",42,0.001
"14993","1993:The Remains of the Day",43,0.001
"14994","1993:The Remains of the Day",44,0.001
"14995","1993:The Remains of the Day",45,0.12
"14996","1993:The Remains of the Day",46,0.018
"14997","1993:The Remains of the Day",47,0.001
"14998","1993:The Remains of the Day",48,0.001
"14999","1993:The Remains of the Day",49,0.001
"15000","1993:The Remains of the Day",50,0.001
"15001","1994:Forrest Gump",1,0.06
"15002","1994:Forrest Gump",2,0.001
"15003","1994:Forrest Gump",3,0.001
"15004","1994:Forrest Gump",4,0.001
"15005","1994:Forrest Gump",5,0.001
"15006","1994:Forrest Gump",6,0.084
"15007","1994:Forrest Gump",7,0.001
"15008","1994:Forrest Gump",8,0.001
"15009","1994:Forrest Gump",9,0.042
"15010","1994:Forrest Gump",10,0.001
"15011","1994:Forrest Gump",11,0.001
"15012","1994:Forrest Gump",12,0.001
"15013","1994:Forrest Gump",13,0.001
"15014","1994:Forrest Gump",14,0.018
"15015","1994:Forrest Gump",15,0.001
"15016","1994:Forrest Gump",16,0.001
"15017","1994:Forrest Gump",17,0.013
"15018","1994:Forrest Gump",18,0.007
"15019","1994:Forrest Gump",19,0.001
"15020","1994:Forrest Gump",20,0.001
"15021","1994:Forrest Gump",21,0.001
"15022","1994:Forrest Gump",22,0.001
"15023","1994:Forrest Gump",23,0.161
"15024","1994:Forrest Gump",24,0.018
"15025","1994:Forrest Gump",25,0.001
"15026","1994:Forrest Gump",26,0.001
"15027","1994:Forrest Gump",27,0.001
"15028","1994:Forrest Gump",28,0.001
"15029","1994:Forrest Gump",29,0.066
"15030","1994:Forrest Gump",30,0.001
"15031","1994:Forrest Gump",31,0.001
"15032","1994:Forrest Gump",32,0.12
"15033","1994:Forrest Gump",33,0.001
"15034","1994:Forrest Gump",34,0.227
"15035","1994:Forrest Gump",35,0.001
"15036","1994:Forrest Gump",36,0.03
"15037","1994:Forrest Gump",37,0.09
"15038","1994:Forrest Gump",38,0.001
"15039","1994:Forrest Gump",39,0.001
"15040","1994:Forrest Gump",40,0.001
"15041","1994:Forrest Gump",41,0.018
"15042","1994:Forrest Gump",42,0.001
"15043","1994:Forrest Gump",43,0.024
"15044","1994:Forrest Gump",44,0.001
"15045","1994:Forrest Gump",45,0.001
"15046","1994:Forrest Gump",46,0.001
"15047","1994:Forrest Gump",47,0.001
"15048","1994:Forrest Gump",48,0.001
"15049","1994:Forrest Gump",49,0.001
"15050","1994:Forrest Gump",50,0.001
"15051","1994:Four Weddings and a Funeral",1,0.004
"15052","1994:Four Weddings and a Funeral",2,0.058
"15053","1994:Four Weddings and a Funeral",3,0
"15054","1994:Four Weddings and a Funeral",4,0
"15055","1994:Four Weddings and a Funeral",5,0.051
"15056","1994:Four Weddings and a Funeral",6,0.178
"15057","1994:Four Weddings and a Funeral",7,0
"15058","1994:Four Weddings and a Funeral",8,0
"15059","1994:Four Weddings and a Funeral",9,0
"15060","1994:Four Weddings and a Funeral",10,0.004
"15061","1994:Four Weddings and a Funeral",11,0
"15062","1994:Four Weddings and a Funeral",12,0
"15063","1994:Four Weddings and a Funeral",13,0
"15064","1994:Four Weddings and a Funeral",14,0.035
"15065","1994:Four Weddings and a Funeral",15,0
"15066","1994:Four Weddings and a Funeral",16,0
"15067","1994:Four Weddings and a Funeral",17,0
"15068","1994:Four Weddings and a Funeral",18,0
"15069","1994:Four Weddings and a Funeral",19,0.004
"15070","1994:Four Weddings and a Funeral",20,0
"15071","1994:Four Weddings and a Funeral",21,0
"15072","1994:Four Weddings and a Funeral",22,0
"15073","1994:Four Weddings and a Funeral",23,0
"15074","1994:Four Weddings and a Funeral",24,0.008
"15075","1994:Four Weddings and a Funeral",25,0
"15076","1994:Four Weddings and a Funeral",26,0
"15077","1994:Four Weddings and a Funeral",27,0
"15078","1994:Four Weddings and a Funeral",28,0.329
"15079","1994:Four Weddings and a Funeral",29,0
"15080","1994:Four Weddings and a Funeral",30,0
"15081","1994:Four Weddings and a Funeral",31,0
"15082","1994:Four Weddings and a Funeral",32,0
"15083","1994:Four Weddings and a Funeral",33,0
"15084","1994:Four Weddings and a Funeral",34,0.078
"15085","1994:Four Weddings and a Funeral",35,0
"15086","1994:Four Weddings and a Funeral",36,0
"15087","1994:Four Weddings and a Funeral",37,0.004
"15088","1994:Four Weddings and a Funeral",38,0
"15089","1994:Four Weddings and a Funeral",39,0.008
"15090","1994:Four Weddings and a Funeral",40,0
"15091","1994:Four Weddings and a Funeral",41,0
"15092","1994:Four Weddings and a Funeral",42,0
"15093","1994:Four Weddings and a Funeral",43,0.016
"15094","1994:Four Weddings and a Funeral",44,0
"15095","1994:Four Weddings and a Funeral",45,0
"15096","1994:Four Weddings and a Funeral",46,0.039
"15097","1994:Four Weddings and a Funeral",47,0
"15098","1994:Four Weddings and a Funeral",48,0.166
"15099","1994:Four Weddings and a Funeral",49,0.004
"15100","1994:Four Weddings and a Funeral",50,0
"15101","1994:Il Postino",1,0.002
"15102","1994:Il Postino",2,0.002
"15103","1994:Il Postino",3,0.002
"15104","1994:Il Postino",4,0.172
"15105","1994:Il Postino",5,0.002
"15106","1994:Il Postino",6,0.077
"15107","1994:Il Postino",7,0.021
"15108","1994:Il Postino",8,0.002
"15109","1994:Il Postino",9,0.002
"15110","1994:Il Postino",10,0.002
"15111","1994:Il Postino",11,0.002
"15112","1994:Il Postino",12,0.002
"15113","1994:Il Postino",13,0.002
"15114","1994:Il Postino",14,0.096
"15115","1994:Il Postino",15,0.002
"15116","1994:Il Postino",16,0.002
"15117","1994:Il Postino",17,0.002
"15118","1994:Il Postino",18,0.002
"15119","1994:Il Postino",19,0.209
"15120","1994:Il Postino",20,0.002
"15121","1994:Il Postino",21,0.002
"15122","1994:Il Postino",22,0.002
"15123","1994:Il Postino",23,0.002
"15124","1994:Il Postino",24,0.002
"15125","1994:Il Postino",25,0.002
"15126","1994:Il Postino",26,0.002
"15127","1994:Il Postino",27,0.002
"15128","1994:Il Postino",28,0.002
"15129","1994:Il Postino",29,0.021
"15130","1994:Il Postino",30,0.002
"15131","1994:Il Postino",31,0.002
"15132","1994:Il Postino",32,0.002
"15133","1994:Il Postino",33,0.04
"15134","1994:Il Postino",34,0.002
"15135","1994:Il Postino",35,0.002
"15136","1994:Il Postino",36,0.002
"15137","1994:Il Postino",37,0.002
