"","document","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","...52"
"371","2008:Frost/Nixon",0.175,0.004,0,0,0.017,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0.004,0.227,0,0,0,0,0,0,0,0.004,0,0,0.007,0,0,0,0,0,0,0.056,0,0,0,0,0.076,0.053,0.023,0.007,0.277,0.007,19
"372","2008:Milk",0,0,0.047,0,0.027,0,0,0,0,0.004,0,0,0,0,0,0.009,0,0,0,0,0,0.269,0,0.007,0.002,0,0.018,0,0,0,0.01,0,0,0.003,0,0.156,0.026,0,0.005,0,0,0,0,0,0.412,0,0.001,0.002,0,0,16
"373","2008:Slumdog Millionaire",0.019,0.002,0.002,0.002,0.002,0.209,0.002,0.002,0.002,0.002,0.122,0.053,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.036,0.002,0.053,0.002,0.002,0.002,0.019,0.002,0.002,0.002,0.002,0.019,0.071,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.329,0.002,0.002,0.002,0.002,0.002,0.002,7
"374","2008:The Curious Case of Benjamin Button",0,0.017,0,0,0,0.113,0,0,0.003,0,0,0,0,0,0.049,0.004,0,0.01,0.035,0,0,0.119,0.009,0.008,0,0.024,0,0,0.027,0,0.004,0.077,0,0.352,0,0.001,0,0,0,0.001,0.02,0,0.006,0,0,0,0.05,0,0.009,0.061,9
"375","2008:The Hurt Locker",0,0,0,0,0.001,0,0.005,0.001,0,0,0,0,0,0,0.107,0.002,0,0.008,0.001,0,0,0.079,0.034,0,0.015,0.003,0.115,0,0.044,0,0.549,0.018,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0.006,0,0.001,0.003,0,0,6
"376","2008:The Reader",0.038,0,0.015,0.088,0.005,0.023,0,0,0,0.056,0.114,0,0,0.003,0.013,0,0,0.222,0.003,0,0.003,0.048,0.008,0,0.02,0,0,0,0,0,0.003,0.003,0,0.096,0.015,0,0.013,0,0,0.025,0.116,0,0.013,0,0,0.01,0,0,0.013,0.028,2
"377","2009:A Serious Man",0.031,0.001,0.001,0.013,0.001,0.001,0.007,0.001,0.001,0.001,0.007,0.031,0.001,0.153,0.184,0.001,0.001,0.007,0.001,0.001,0.001,0.092,0.001,0.001,0.001,0.001,0.001,0.049,0.001,0.001,0.001,0.135,0.001,0.001,0.001,0.031,0.171,0.001,0.001,0.037,0.031,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,12
"378","2009:An Education",0,0,0,0,0.214,0.151,0,0,0,0,0,0.003,0,0,0.058,0,0,0,0.024,0,0,0.012,0.055,0,0,0,0,0,0,0.003,0,0.033,0,0.169,0.076,0.003,0.139,0,0,0,0.033,0,0,0.009,0,0.006,0,0,0,0,9
"379","2009:Avatar",0,0.063,0,0,0,0,0.003,0,0,0.284,0,0,0,0,0.068,0,0,0,0,0,0,0.007,0,0,0.006,0.043,0.013,0,0.115,0.005,0.064,0,0,0.01,0,0,0,0,0,0,0,0.249,0,0,0.024,0,0.04,0.001,0,0,8
"380","2009:District 9",0,0,0,0,0,0,0,0,0,0.244,0,0.057,0,0.006,0,0,0,0,0.006,0.006,0,0,0,0,0,0.03,0.024,0,0.063,0,0.006,0.143,0.015,0,0,0.039,0,0.003,0,0.027,0,0.202,0.003,0,0,0,0.113,0,0,0.003,8
"381","2009:Inglourious Basterds",0.01,0,0,0,0,0.002,0,0.006,0,0.003,0,0.003,0,0,0.032,0,0,0,0,0.313,0,0,0.008,0,0,0,0.225,0,0.062,0.004,0,0.029,0,0,0,0,0,0,0,0.13,0,0,0,0,0.022,0,0,0,0.141,0.007,6
"382","2009:Precious",0,0,0,0.002,0.002,0,0.03,0.003,0,0,0,0,0,0,0.065,0.036,0,0,0,0,0,0.183,0,0,0,0,0,0.024,0,0.002,0,0,0,0.102,0.487,0.034,0,0,0,0,0.009,0,0.002,0,0.007,0,0,0,0,0.007,1
"383","2009:The Blind Side",0,0.023,0.008,0.183,0.008,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0.13,0.075,0,0,0.004,0.108,0,0,0,0,0,0,0.045,0.145,0,0,0.093,0,0,0,0,0,0,0.03,0.086,0,0.004,0,0,0,11
"384","2009:Up",0.039,0,0,0,0,0,0.05,0,0,0.255,0,0,0.009,0,0.294,0.039,0,0.005,0.011,0,0,0.037,0.005,0,0,0.002,0,0,0,0,0.009,0.105,0,0.037,0,0,0,0,0,0,0.02,0.037,0,0,0.007,0,0,0.033,0,0,12
"385","2009:Up in the Air",0,0,0,0,0,0.055,0,0.164,0.025,0.007,0,0.003,0,0.011,0.128,0.015,0.005,0,0,0.002,0,0.191,0.061,0,0.007,0.008,0,0.001,0,0.01,0,0,0,0.004,0,0.005,0.01,0,0,0.215,0,0.062,0.001,0,0,0,0,0,0.007,0,1
"386","2010:127 Hours",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"387","2010:Black Swan",0,0.003,0.006,0,0,0,0,0.005,0,0,0,0,0,0.021,0.492,0.342,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0.01,0,0.034,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"388","2010:Inception",0,0.003,0.004,0,0,0.006,0,0,0.024,0.138,0,0,0,0,0.145,0,0,0.004,0,0,0,0.054,0,0,0,0,0,0,0,0,0.007,0.003,0,0,0,0,0.002,0,0.002,0.039,0.002,0.041,0.51,0.002,0,0,0,0,0.013,0,12
"389","2010:The Fighter",0,0,0,0.014,0.003,0,0,0,0,0,0,0.114,0.279,0.044,0.114,0,0,0.063,0,0,0,0.158,0,0,0,0,0.003,0,0.017,0,0,0,0.082,0,0.026,0,0,0,0,0,0.007,0,0,0,0.028,0,0.026,0.012,0,0.003,1
"390","2010:The Kids Are All Right",0.001,0.001,0.001,0.001,0.001,0.366,0.001,0.008,0.001,0.001,0.001,0.014,0.001,0.001,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.125,0.001,0.014,0.001,0.008,0.001,0.014,0.001,0.001,0.001,0.001,0.001,0.146,0.014,0.001,0.001,0.001,0.201,0.001,0.001,0.008,0.001,0.001,0.001,0.001,0.001,0.042,0.001,0.001,17
"391","2010:The King's Speech",0,0.091,0,0,0.065,0.022,0.039,0,0,0,0,0.095,0,0.065,0,0,0.073,0,0.009,0.009,0,0,0.009,0,0,0,0,0,0.013,0.318,0.005,0.056,0,0.005,0,0,0,0,0.005,0.048,0.043,0,0,0,0,0.018,0,0,0,0,2
"392","2010:The Social Network",0.007,0.004,0,0,0,0.169,0.017,0,0,0,0.051,0,0.027,0.01,0.004,0,0,0,0,0,0,0,0,0.122,0,0,0,0.024,0,0,0,0,0,0,0,0,0.318,0,0,0.125,0,0,0.058,0,0.048,0.004,0,0,0,0,17
"393","2010:Toy Story 3",0,0.016,0,0.008,0,0,0.534,0.005,0,0.055,0,0.055,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0.025,0.013,0,0,0,0.014,0.016,0,0,0,0,0,0,0.002,0,0,0,0,0.003,0.003,0,0,0.055,0.011,20
"394","2010:True Grit",0.035,0.093,0,0,0,0,0,0,0.033,0.328,0.003,0.005,0,0,0.003,0.009,0,0,0.056,0,0,0.005,0,0,0,0,0.13,0,0.012,0.014,0,0.049,0.132,0,0,0,0,0,0.007,0.005,0,0.009,0.003,0,0,0,0,0.056,0,0.009,8
"395","2011:Extremely Loud & Incredibly Close",0.135,0.072,0,0,0,0,0.034,0.008,0,0,0,0.293,0,0.004,0,0.057,0.038,0,0,0.154,0,0,0.023,0,0,0,0.008,0,0,0,0.008,0.004,0,0.004,0.012,0.079,0,0,0,0.042,0,0,0,0.015,0,0,0,0,0,0,2
"396","2011:Hugo",0,0,0,0,0,0.004,0.004,0,0,0.082,0,0.187,0,0,0.051,0,0.098,0,0.016,0,0,0.039,0,0,0.117,0,0,0,0,0.02,0,0,0,0,0,0.024,0,0,0,0.024,0.02,0.024,0.039,0.004,0,0,0,0,0.203,0.032,19
"397","2011:Midnight in Paris",0,0,0,0.01,0,0.432,0,0,0,0,0,0,0,0,0,0.051,0,0.014,0.005,0,0,0,0.074,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.01,0,0.088,0.023,0.124,0,0,0,0.046,0,0.01,0.051,0.042,0,17
"398","2011:Moneyball",0.007,0.001,0.001,0.001,0.001,0.062,0.001,0.001,0.001,0.041,0.001,0.001,0.001,0.001,0.041,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.007,0.048,0.041,0.273,0.007,0.001,0.001,0.001,0.014,0.001,0.014,0.001,0.001,0.001,0.028,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.076,0.001,0.001,0.048,0.266,0.001,19
"399","2011:The Artist",0,0,0.011,0,0,0.029,0.1,0.022,0,0.054,0,0,0,0,0.193,0.143,0.011,0,0,0.011,0,0.004,0.036,0,0,0,0.032,0,0,0.04,0,0,0,0,0,0.007,0,0,0,0.036,0,0.043,0,0,0,0.007,0,0,0.21,0,19
"400","2011:The Descendants",0.001,0.001,0.001,0.041,0.001,0.256,0.001,0.001,0.014,0.001,0.001,0.309,0.001,0.001,0.001,0.021,0.048,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.021,0.001,0.001,0.001,0.001,0.054,0.001,0.048,0.001,0.001,0.001,0.001,0.034,0.001,0.001,0.028,0.034,0.001,0.001,0.001,0.048,0.001,0.021,0.001,0.001,0.001,17
"401","2011:The Help",0,0.045,0,0,0,0,0,0.003,0,0,0,0,0,0,0.028,0.068,0.003,0.005,0.003,0,0.01,0.137,0,0.007,0.052,0,0,0,0,0.017,0,0.012,0,0.224,0.012,0.073,0.047,0,0,0,0.186,0,0,0.026,0,0,0,0,0.003,0.033,9
"402","2011:The Tree of Life",0.001,0.001,0.001,0.013,0.086,0.001,0.001,0.001,0.025,0.001,0.001,0.17,0.013,0.001,0.001,0.001,0.001,0.001,0.025,0.001,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.206,0.001,0.146,0.061,0.013,0.001,0.001,0.025,0.013,0.001,0.013,0.001,0.049,0.001,0.001,0.001,0.001,0.086,0.001,13
"403","2011:War Horse",0,0,0,0.006,0,0,0,0,0.014,0.014,0,0.04,0,0,0,0,0,0,0.079,0.219,0,0.026,0.024,0,0.002,0,0.085,0,0.185,0.002,0,0.024,0,0,0.002,0.018,0,0,0,0.002,0.008,0,0,0,0,0.008,0,0.229,0,0.004,5
"404","2012:Amour",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"405","2012:Argo",0.051,0,0,0,0,0,0,0.002,0.002,0.175,0.002,0.004,0,0,0,0.002,0,0.002,0,0,0.014,0,0.014,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0.004,0,0.039,0.247,0.004,0.031,0,0.098,0.181,0,0.004,0,0.029,0.049,16
"406","2012:Beasts of the Southern Wild",0,0.101,0,0,0,0,0,0,0.194,0,0.013,0,0.005,0,0.164,0.038,0,0,0,0.009,0,0,0,0.013,0,0,0.017,0,0.013,0,0,0.114,0,0.156,0,0,0.026,0,0,0,0,0.114,0,0,0,0.005,0,0,0,0.005,12
"407","2012:Django Unchained",0.004,0,0,0.003,0,0.006,0.033,0.001,0,0.158,0.032,0.045,0.002,0,0.004,0,0,0,0.035,0.029,0.001,0,0,0.011,0.008,0,0.277,0.004,0.002,0.097,0,0,0,0,0,0.043,0,0,0,0,0.078,0.002,0,0,0,0.001,0,0.073,0.009,0.035,6
"408","2012:Les Misérables",0,0.004,0.097,0.004,0,0.057,0,0,0,0.295,0.041,0,0,0.029,0,0,0,0.166,0,0.061,0.008,0,0,0,0.021,0.013,0,0,0,0,0,0.033,0,0.117,0,0,0,0,0,0.004,0,0.004,0,0.021,0,0,0,0.013,0,0,8
"409","2012:Life of Pi",0.112,0,0.004,0,0,0,0,0.024,0.302,0,0,0.068,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0.1,0,0.056,0,0,0,0.004,0.096,0,0.024,0.02,0.004,0,0,0,0,0,0,0,0,0.092,0,0.008,0,2
"410","2012:Lincoln",0.029,0,0,0.022,0,0.018,0,0,0,0,0.011,0,0.008,0,0,0,0.022,0,0,0,0,0.079,0,0.011,0,0,0,0,0.104,0,0.025,0.129,0.004,0.022,0.072,0.043,0,0,0,0,0.004,0,0.065,0,0.183,0,0,0,0,0.137,16
"411","2012:Silver Linings Playbook",0.001,0.078,0.007,0.001,0.001,0.16,0.001,0.001,0.001,0.001,0.001,0.048,0.012,0.054,0.024,0.137,0.001,0.007,0.001,0.007,0.001,0.001,0.001,0.018,0.001,0.101,0.001,0.001,0.007,0.001,0.001,0.101,0.001,0.001,0.001,0.001,0.042,0.001,0.001,0.001,0.16,0.001,0.018,0.001,0.001,0.001,0.001,0.001,0.001,0.001,17
"412","2012:Zero Dark Thirty",0.029,0.016,0.087,0,0.002,0,0.035,0,0,0,0,0.004,0,0.002,0.038,0,0.064,0.014,0,0,0,0.116,0,0,0.053,0.046,0.098,0,0.013,0.002,0.11,0,0,0,0,0.022,0.005,0,0.005,0.162,0,0.055,0,0.013,0,0.004,0,0,0.004,0,2
"413","2013:12 Years a Slave",0,0.029,0,0,0,0.087,0.074,0.011,0.018,0.149,0.019,0,0.008,0.032,0.074,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.016,0.045,0,0,0,0,0,0.013,0.108,0,0.037,0.069,0,0,0,0.002,0.031,0.17,8
"414","2013:American Hustle",0.03,0,0,0,0,0.077,0,0.015,0,0.007,0.041,0.048,0.008,0.001,0.129,0,0,0.009,0,0.002,0,0.259,0,0.268,0,0,0,0,0,0,0,0,0,0.01,0.001,0,0,0,0,0.052,0,0.001,0,0,0,0.038,0,0,0,0.002,18
"415","2013:Captain Phillips",0,0,0,0,0,0.001,0,0,0.125,0.001,0,0,0.003,0,0.133,0.002,0,0,0,0,0.001,0,0,0.009,0.005,0.013,0.152,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0.081,0.004,0.048,0,0,0.002,0.001,0.405,0,0.008,0,3
"416","2013:Dallas Buyers Club",0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0.006,0,0,0,0.15,0.021,0.189,0.036,0.126,0.027,0,0,0,0,0.159,0.003,0.003,0,0,0,0,0,0.054,0,0,0,0,0.114,0.036,0,0,0,0.015,18
"417","2013:Gravity",0,0,0,0,0,0,0,0,0.065,0.165,0,0,0,0,0.134,0,0.016,0,0,0,0,0,0,0,0.367,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,15
"418","2013:Her",0,0,0,0,0.004,0.253,0.085,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0.173,0.012,0,0,0,0,0,0,0,0.004,0,0.012,0,0.004,0,0.008,0,0.049,0.093,0.129,0.105,0,0,0,0,0,0,0.008,0.016,17
"419","2013:Nebraska",0.003,0,0.005,0,0.262,0.01,0,0,0,0.005,0,0.072,0.005,0,0,0.017,0,0,0,0,0,0.218,0.182,0.043,0,0,0.005,0.036,0,0.003,0,0.027,0.007,0,0.012,0.003,0,0,0,0.003,0.034,0,0,0.005,0,0,0,0,0.019,0.017,1
"420","2013:Philomena",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"421","2013:The Wolf of Wall Street",0.015,0,0,0,0,0.114,0,0,0.023,0.013,0,0.013,0,0.001,0.134,0.035,0,0.011,0.001,0,0,0.22,0.042,0.153,0.002,0,0,0.022,0,0,0.002,0.003,0,0,0.026,0.007,0,0.003,0,0.046,0.004,0.039,0,0,0.011,0.021,0.014,0,0,0.02,18
"422","2014:American Sniper",0,0.008,0,0,0.007,0.017,0,0,0,0.04,0.004,0.039,0,0,0.135,0,0,0.004,0.005,0,0,0.094,0,0,0,0.035,0.195,0,0.099,0.005,0.127,0,0,0.162,0,0.001,0,0,0.002,0.008,0,0,0.006,0,0,0,0,0,0.002,0.001,6
"423","2014:Birdman or (The Unexpected Virtue of Ignorance)",0,0,0,0,0,0.094,0,0,0,0,0,0,0.002,0,0.156,0.073,0,0,0,0,0,0.174,0.002,0,0,0,0.071,0,0,0.045,0.01,0,0,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0,0,0,0.362,0,19
"424","2014:Boyhood",0.006,0.006,0,0,0,0,0,0.036,0,0,0,0.003,0,0.033,0,0.002,0,0,0.003,0,0,0.26,0.068,0,0,0,0.003,0.211,0,0.057,0,0,0,0.104,0,0.019,0.185,0,0,0,0,0,0,0.002,0,0,0,0,0,0,1
"425","2014:Selma",0.011,0.001,0.001,0.001,0.001,0.001,0.001,0.021,0.001,0.011,0.032,0.001,0.001,0.001,0.001,0.001,0.001,0.072,0.001,0.001,0.001,0.021,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.185,0.001,0.001,0.001,0.001,0.001,0.256,0.001,0.011,0.001,0.042,0.001,0.001,0.001,0.001,0.287,0.001,0.001,0.001,0.001,0.001,16
"426","2014:The Grand Budapest Hotel",0.001,0.004,0.001,0.004,0,0,0.023,0,0,0.007,0,0.025,0,0.008,0.075,0,0.011,0.048,0.07,0,0,0.007,0,0.038,0.011,0,0,0,0.075,0,0,0,0,0.059,0.001,0,0,0,0,0.075,0.064,0,0,0.373,0.011,0,0.004,0,0,0,7
"427","2014:The Imitation Game",0.084,0.01,0.083,0,0,0.064,0.083,0,0,0,0.028,0,0.021,0,0,0,0,0.016,0.003,0.243,0,0.094,0,0,0,0,0,0.005,0.01,0,0.021,0,0,0,0,0,0.037,0,0.002,0.015,0.047,0.082,0,0.002,0,0.022,0.012,0,0,0.014,2
"428","2014:The Theory of Everything",0.013,0.024,0.001,0.001,0.001,0.117,0.001,0.001,0.001,0.013,0.013,0.001,0.001,0.001,0.152,0.001,0.001,0.001,0.001,0.001,0.001,0.048,0.001,0.001,0.001,0.024,0.001,0.001,0.001,0.001,0.001,0.106,0.001,0.176,0.001,0.001,0.176,0.001,0.001,0.001,0.024,0.001,0.001,0.001,0.001,0.001,0.001,0.059,0.013,0.001,9
"429","2014:Whiplash",0,0,0,0,0,0,0,0,0,0,0.087,0.014,0,0.339,0.211,0.007,0,0.007,0,0.004,0,0.035,0.076,0,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0.177,0.004,0,0.004,0,0.004,0,0.007,0,0,0.004,0,0,0,14
"430","2015:Bridge of Spies",0.083,0,0.06,0,0.004,0,0,0,0,0,0.047,0,0,0,0.01,0,0,0.06,0,0.113,0.014,0.073,0,0,0.007,0,0,0,0.01,0,0.033,0,0,0,0.02,0,0,0,0,0.325,0.004,0.11,0,0,0,0,0,0.01,0,0.007,10
"431","2015:Brooklyn",0,0.035,0,0,0,0,0.015,0,0.015,0,0,0,0,0,0.068,0.043,0.014,0.001,0,0,0,0.32,0,0,0,0.001,0,0,0,0,0,0,0,0.32,0.023,0.012,0.033,0,0,0,0.078,0,0,0,0,0,0.017,0,0,0,1
"432","2015:Mad Max: Fury Road",0,0,0,0,0,0,0.011,0,0.062,0.055,0,0,0,0,0.104,0,0,0,0,0,0,0,0.037,0,0,0,0.124,0,0.006,0,0,0,0,0,0.002,0.002,0,0.172,0,0,0,0.04,0,0,0.002,0.013,0,0.022,0,0.341,2
"433","2015:Room",0.001,0,0.057,0,0.306,0,0.006,0,0,0,0.01,0.091,0,0,0.178,0,0,0,0,0,0,0.245,0,0,0,0.03,0,0.001,0,0,0,0.023,0,0.026,0.001,0.006,0,0,0,0,0,0.003,0.003,0,0,0.003,0,0,0,0.005,1
"434","2015:Spotlight",0.617,0,0.004,0,0.006,0,0,0,0,0.009,0.073,0.019,0,0,0,0,0,0,0.016,0,0,0.093,0,0.036,0,0,0,0.002,0,0,0.006,0.001,0,0.036,0.006,0.003,0.015,0.016,0,0.002,0.013,0.022,0,0,0,0,0,0,0,0.004,10
"435","2015:The Big Short",0.07,0,0.003,0.003,0,0,0.079,0.003,0.032,0,0,0.093,0,0.003,0,0,0,0,0,0,0,0.151,0.003,0.282,0,0.064,0,0,0,0,0,0.099,0,0,0,0.003,0.009,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0.07,18
"436","2015:The Martian",0.056,0,0,0,0,0,0,0,0.028,0.133,0,0,0,0.008,0.068,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.008,0,0,0.008,0,0.008,0.016,0,0,0,0,0.533,0,0.018,0,0,0.089,0,0,0.018,15
"437","2015:The Revenant",0,0,0,0,0,0,0,0.43,0.02,0.049,0.002,0.008,0,0,0,0,0,0,0.014,0,0,0,0.002,0,0,0,0.293,0,0,0,0,0,0.014,0,0,0,0,0,0,0.002,0,0,0,0.022,0,0,0,0.075,0,0.061,6
"438","2016:Arrival",0,0,0,0.005,0,0,0.022,0,0,0.104,0,0,0,0,0,0.009,0.005,0,0.005,0,0,0.009,0.009,0,0.031,0,0,0,0,0,0.048,0,0,0.074,0,0,0.096,0,0,0.1,0.022,0.351,0.083,0,0.009,0,0,0.005,0,0,15
"439","2016:Fences",0.005,0,0,0,0.002,0.031,0,0,0,0,0,0.052,0,0.129,0,0,0,0,0,0,0,0.337,0.002,0.003,0,0.061,0,0,0.002,0,0,0.106,0,0.106,0,0.121,0,0.003,0,0,0.02,0,0,0,0,0,0,0.003,0,0.012,1
"440","2016:Hacksaw Ridge",0.001,0.135,0.001,0.001,0.001,0.027,0.001,0.001,0.001,0.13,0.113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.054,0.006,0.366,0.001,0.001,0.065,0.001,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.011,0.001,0.001,0.001,0.001,0.049,0.001,5
"441","2016:Hell or High Water",0,0,0,0,0,0.002,0,0,0,0,0,0.161,0,0,0,0,0,0,0.01,0,0,0.11,0.109,0.346,0.017,0.006,0.129,0.053,0.011,0,0.004,0.019,0,0,0,0,0,0,0,0.01,0.006,0,0,0,0,0,0.002,0,0,0,18
"442","2016:Hidden Figures",0.074,0,0.009,0,0,0.001,0.071,0.029,0,0,0,0.001,0,0,0.053,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0.003,0,0.033,0.307,0.104,0.004,0,0.041,0.094,0,0.091,0,0,0,0.004,0,0,0,0.015,2
"443","2016:La La Land",0,0,0,0,0.008,0,0,0.015,0,0,0,0.018,0,0.307,0.1,0.021,0,0.002,0,0,0,0.195,0.123,0,0.001,0,0.005,0,0,0,0,0,0,0.032,0,0,0,0,0.004,0,0,0,0,0.001,0.006,0,0,0,0.161,0,14
"444","2016:Lion",0,0,0,0,0.002,0,0,0,0.029,0,0,0.128,0,0,0.104,0,0,0,0.297,0,0,0.117,0,0.005,0,0.005,0,0,0,0,0,0,0,0.135,0,0,0.061,0,0.024,0.053,0,0.003,0,0,0,0,0,0,0,0.031,1
"445","2016:Manchester by the Sea",0,0,0.002,0,0,0,0,0,0.018,0,0.009,0.056,0.349,0,0,0,0.062,0.001,0.002,0.001,0,0.299,0.061,0,0,0.013,0,0,0,0,0,0,0,0.037,0,0,0.008,0.07,0,0,0,0,0,0,0,0,0,0,0.01,0,1
"446","2016:Moonlight",0,0,0,0.004,0,0.025,0.004,0,0.067,0.018,0,0,0,0,0.23,0,0,0,0,0,0,0.209,0,0.067,0,0,0,0,0,0,0,0,0,0.181,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0.022,1
"447","2017:All the Money in the World",0,0,0,0,0,0,0,0,0,0.044,0,0.123,0,0,0.039,0,0,0.003,0.118,0,0,0.067,0.112,0.092,0,0,0.033,0,0,0,0,0,0.008,0,0,0,0,0,0.311,0.018,0.01,0,0,0.013,0,0,0,0,0,0,18
"448","2017:Call Me by Your Name",0,0,0,0.005,0,0.048,0,0,0,0,0.01,0,0,0,0.24,0,0,0,0.039,0,0,0.216,0.02,0,0,0,0,0,0,0.01,0,0.024,0,0.23,0,0,0.091,0,0,0.005,0,0,0,0,0,0,0,0,0.044,0,1
"449","2017:Darkest Hour",0.004,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.047,0.004,0,0.08,0,0.11,0,0,0.06,0,0,0,0.103,0.004,0.02,0.06,0,0,0.004,0,0.004,0,0,0.183,0.057,0,0,0,0.183,0.037,0,0,0,0,16
"450","2017:Dunkirk",0.06,0,0,0,0,0,0,0,0.193,0,0,0,0,0,0.003,0,0.045,0,0.003,0.227,0,0.003,0,0,0,0,0.079,0,0.235,0.003,0.032,0,0,0,0,0.005,0,0,0,0.003,0,0.064,0,0,0.015,0.003,0.02,0,0,0,5
"451","2017:Get Out",0.007,0,0.079,0,0.002,0,0,0.096,0,0.007,0,0.082,0,0,0.245,0.002,0.007,0.007,0,0.002,0,0.163,0.091,0,0,0.008,0.071,0,0,0,0,0,0.003,0,0,0.114,0,0,0,0,0,0,0,0,0.003,0,0,0.007,0,0,12
"452","2017:Lady Bird",0,0,0,0,0,0.036,0,0,0,0,0,0.016,0,0.016,0,0.028,0,0,0,0.008,0,0.236,0.1,0,0,0,0,0,0.012,0,0.004,0,0,0.056,0,0,0.196,0,0,0,0.004,0,0.016,0,0,0.236,0,0,0.016,0,1
"453","2017:The Post",0.368,0,0.009,0.018,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.005,0,0,0.103,0,0,0,0.03,0,0.026,0.069,0,0,0,0,0,0,0.018,0,0,0.005,0.214,0,0.035,0,0,0,0.005,0,0.026,0,0.026,10
"454","2017:The Shape of Water",0.003,0.009,0.015,0.012,0,0.047,0.009,0,0.07,0.082,0,0,0,0.003,0.187,0,0,0,0,0,0,0.204,0.062,0,0,0.006,0.041,0.053,0,0.006,0.003,0,0,0.018,0,0,0,0,0.015,0,0,0,0,0.041,0,0.003,0,0,0.099,0.003,1
"455","2017:Three Billboards Outside Ebbing, Missouri",0.003,0,0.106,0,0,0,0,0.044,0,0,0.031,0,0.016,0,0,0.003,0,0,0,0,0.068,0.314,0.042,0,0.101,0,0.034,0.008,0.005,0,0.044,0,0,0.086,0,0,0.016,0,0,0,0.062,0,0,0,0.003,0,0.003,0.003,0,0,1
"456","2018:A Star Is Born",0,0,0.019,0,0.22,0.114,0,0,0,0,0,0,0,0.268,0.04,0,0.021,0,0,0,0,0.141,0,0,0,0,0.003,0.059,0,0.006,0.003,0,0,0.053,0,0.008,0,0.011,0,0.003,0,0,0.008,0,0.014,0,0,0,0,0,14
