"movielink","url_movie","url_synopsis","title","year"
"/title/tt0253474/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0253474/","https://www.imdb.com/title/tt0253474/plotsummary/","The Pianist","2002"
"/title/tt0268978/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0268978/","https://www.imdb.com/title/tt0268978/plotsummary/","A Beautiful Mind","2001"
"/title/tt0280707/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0280707/","https://www.imdb.com/title/tt0280707/plotsummary/","Gosford Park","2001"
"/title/tt0247425/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0247425/","https://www.imdb.com/title/tt0247425/plotsummary/","In the Bedroom","2001"
"/title/tt0120737/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0120737/","https://www.imdb.com/title/tt0120737/plotsummary/","The Lord of the Rings: The Fellowship of the Ring","2001"
"/title/tt0203009/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0203009/","https://www.imdb.com/title/tt0203009/plotsummary/","Moulin Rouge!","2001"
"/title/tt0172495/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0172495/","https://www.imdb.com/title/tt0172495/plotsummary/","Gladiator","2000"
"/title/tt0241303/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0241303/","https://www.imdb.com/title/tt0241303/plotsummary/","Chocolat","2000"
"/title/tt0190332/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0190332/","https://www.imdb.com/title/tt0190332/plotsummary/","Crouching Tiger, Hidden Dragon","2000"
"/title/tt0195685/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0195685/","https://www.imdb.com/title/tt0195685/plotsummary/","Erin Brockovich","2000"
"/title/tt0181865/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0181865/","https://www.imdb.com/title/tt0181865/plotsummary/","Traffic","2000"
"/title/tt0169547/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0169547/","https://www.imdb.com/title/tt0169547/plotsummary/","American Beauty","1999"
"/title/tt0124315/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0124315/","https://www.imdb.com/title/tt0124315/plotsummary/","The Cider House Rules","1999"
"/title/tt0120689/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0120689/","https://www.imdb.com/title/tt0120689/plotsummary/","The Green Mile","1999"
"/title/tt0140352/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0140352/","https://www.imdb.com/title/tt0140352/plotsummary/","The Insider","1999"
"/title/tt0167404/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0167404/","https://www.imdb.com/title/tt0167404/plotsummary/","The Sixth Sense","1999"
"/title/tt0138097/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0138097/","https://www.imdb.com/title/tt0138097/plotsummary/","Shakespeare in Love","1998"
"/title/tt0127536/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0127536/","https://www.imdb.com/title/tt0127536/plotsummary/","Elizabeth","1998"
"/title/tt0118799/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0118799/","https://www.imdb.com/title/tt0118799/plotsummary/","Life Is Beautiful","1997"
"/title/tt0120815/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0120815/","https://www.imdb.com/title/tt0120815/plotsummary/","Saving Private Ryan","1998"
"/title/tt0120863/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0120863/","https://www.imdb.com/title/tt0120863/plotsummary/","The Thin Red Line","1998"
"/title/tt0120338/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0120338/","https://www.imdb.com/title/tt0120338/plotsummary/","Titanic","1997"
"/title/tt0119822/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0119822/","https://www.imdb.com/title/tt0119822/plotsummary/","As Good as It Gets","1997"
"/title/tt0119164/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0119164/","https://www.imdb.com/title/tt0119164/plotsummary/","The Full Monty","1997"
"/title/tt0119217/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0119217/","https://www.imdb.com/title/tt0119217/plotsummary/","Good Will Hunting","1997"
"/title/tt0119488/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0119488/","https://www.imdb.com/title/tt0119488/plotsummary/","L.A. Confidential","1997"
"/title/tt0116209/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0116209/","https://www.imdb.com/title/tt0116209/plotsummary/","The English Patient","1996"
"/title/tt0116282/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0116282/","https://www.imdb.com/title/tt0116282/plotsummary/","Fargo","1996"
"/title/tt0116695/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0116695/","https://www.imdb.com/title/tt0116695/plotsummary/","Jerry Maguire","1996"
"/title/tt0117589/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0117589/","https://www.imdb.com/title/tt0117589/plotsummary/","Secrets & Lies","1996"
"/title/tt0117631/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0117631/","https://www.imdb.com/title/tt0117631/plotsummary/","Shine","1996"
"/title/tt0112573/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0112573/","https://www.imdb.com/title/tt0112573/plotsummary/","Braveheart","1995"
"/title/tt0112384/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0112384/","https://www.imdb.com/title/tt0112384/plotsummary/","Apollo 13","1995"
"/title/tt0112431/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0112431/","https://www.imdb.com/title/tt0112431/plotsummary/","Babe","1995"
"/title/tt0110877/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0110877/","https://www.imdb.com/title/tt0110877/plotsummary/","Il Postino","1994"
"/title/tt0114388/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0114388/","https://www.imdb.com/title/tt0114388/plotsummary/","Sense and Sensibility","1995"
"/title/tt0109830/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0109830/","https://www.imdb.com/title/tt0109830/plotsummary/","Forrest Gump","1994"
"/title/tt0109831/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0109831/","https://www.imdb.com/title/tt0109831/plotsummary/","Four Weddings and a Funeral","1994"
"/title/tt0110912/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0110912/","https://www.imdb.com/title/tt0110912/plotsummary/","Pulp Fiction","1994"
"/title/tt0110932/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0110932/","https://www.imdb.com/title/tt0110932/plotsummary/","Quiz Show","1994"
"/title/tt0111161/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0111161/","https://www.imdb.com/title/tt0111161/plotsummary/","The Shawshank Redemption","1994"
"/title/tt0108052/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0108052/","https://www.imdb.com/title/tt0108052/plotsummary/","Schindler's List","1993"
"/title/tt0106977/?ref_=ttls_li_tt","https://www.imdb.com/title/tt0106977/","https://www.imdb.com/title/tt0106977/plotsummary/","The Fugitive","1993"
