"","document","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","...52"
"178","1958:CatonaHotTinRoof",0,0.049,0,0.067,0,0,0,0.031,0.035,0,0.198,0,0,0,0.002,0,0,0,0,0.018,0,0.056,0,0,0,0.001,0,0,0.001,0.264,0,0.002,0,0,0.04,0.001,0,0,0,0,0.02,0.166,0,0,0,0.002,0.028,0,0,0.018,17
"179","1958:Gigi",0.006,0,0.006,0.178,0,0,0,0.001,0.015,0,0,0.024,0,0.004,0,0,0,0.001,0.005,0.018,0,0.01,0,0,0,0,0.001,0,0.004,0,0,0,0,0.023,0,0,0.002,0.232,0.002,0,0,0.385,0,0,0,0,0,0,0,0.081,12
"180","1958:SeparateTables",0,0,0.026,0.254,0.001,0,0,0,0.047,0,0.001,0,0,0,0,0,0.034,0,0.006,0.015,0,0,0.036,0,0.003,0,0,0,0,0,0,0.004,0.044,0,0.002,0.01,0,0.084,0.003,0,0,0.376,0.029,0,0.004,0,0,0,0.02,0,12
"181","1958:TheDefiantOnes",0,0.138,0,0,0,0.006,0,0,0.005,0,0.343,0,0,0.003,0,0.001,0.002,0,0,0,0,0,0.013,0,0.025,0,0,0,0,0.411,0.006,0,0,0,0,0,0.001,0,0,0,0.009,0,0.001,0.03,0,0,0,0,0,0.003,17
"182","1959:AnatomyofaMurder",0,0.006,0.02,0.064,0.003,0,0,0,0.001,0,0.031,0,0,0.145,0,0,0.003,0.001,0,0,0,0,0.031,0.036,0,0,0,0,0,0,0,0.002,0,0,0.001,0,0,0,0,0,0,0.01,0.128,0.01,0,0,0.029,0,0.414,0.064,16
"183","1959:BenHur",0.003,0,0,0.165,0,0,0.031,0,0,0,0,0.003,0,0.015,0,0,0.022,0,0,0.632,0,0.099,0,0,0.009,0,0,0,0.013,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,0.003,0,0.001,0,0,0.001,0,22
"184","1959:RoomattheTop",0.001,0.001,0.022,0.09,0.001,0,0.05,0,0.074,0,0.203,0.015,0,0,0.007,0,0.001,0.023,0.035,0,0,0.053,0.011,0,0,0,0,0.01,0.003,0.013,0.037,0,0,0,0,0,0.003,0.043,0.022,0,0.001,0.271,0,0.001,0,0.004,0,0,0.004,0,14
"185","1959:TheDiaryofAnneFrank",0,0,0.013,0.045,0,0,0.026,0.001,0.007,0,0.097,0.002,0,0,0,0,0.009,0,0.001,0.001,0,0.331,0,0,0,0,0,0.058,0,0,0,0.002,0,0.001,0,0.005,0,0,0.16,0,0.007,0.223,0.009,0,0,0,0,0,0,0,19
"186","1959:TheNun'sStory",0,0,0,0.29,0.001,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.06,0.001,0.374,0.001,0,0.008,0.005,0,0.011,0,0,0,0,0,0.001,0,0,0,0.013,0.032,0,0.185,0,0.001,0,0,0,0.002,0,0,0,19
"187","1960:ElmerGantry",0,0,0,0.047,0,0,0,0.018,0,0.05,0.176,0,0,0,0,0,0,0.029,0,0.242,0,0.06,0,0,0,0,0,0.027,0,0.141,0.014,0,0.017,0.025,0,0.005,0,0.004,0.002,0.004,0.005,0.098,0.014,0,0,0.017,0,0.002,0,0,17
"188","1960:TheAlamo",0,0.115,0,0.169,0.002,0,0,0.006,0,0.011,0.152,0,0.023,0,0,0,0.008,0,0,0.095,0.005,0,0.163,0,0,0,0.001,0,0.024,0.052,0.023,0,0,0,0,0,0,0.034,0.041,0.004,0,0.065,0.004,0,0,0.001,0,0,0,0.001,4
"189","1960:TheApartment",0,0,0.03,0.005,0.003,0.003,0,0.012,0.04,0.001,0.085,0,0.006,0.081,0,0,0,0,0,0,0,0,0,0.004,0,0.006,0,0,0,0,0,0,0.001,0.005,0.001,0,0,0,0,0,0.027,0.039,0.481,0,0.128,0,0,0,0,0.04,10
"190","1960:TheSundowners",0.016,0.075,0,0.081,0,0.007,0.079,0.003,0,0,0.43,0,0,0,0.002,0,0,0,0.001,0,0,0.015,0,0.007,0,0,0,0,0.098,0,0,0,0.002,0.001,0,0.014,0,0.033,0,0,0,0.047,0,0.001,0.001,0.001,0.007,0.079,0,0,18
"191","1961:Fanny",0.004,0.001,0.005,0.083,0,0,0.057,0.012,0,0,0.037,0.003,0,0,0,0,0,0,0,0.035,0,0.282,0,0,0.001,0.063,0,0,0,0,0,0,0,0,0,0.043,0.002,0.115,0,0.001,0,0.221,0.027,0,0,0,0,0.001,0.006,0,19
"192","1961:JudgmentatNuremberg",0,0,0.001,0.257,0,0,0,0.001,0,0,0,0.016,0,0,0,0,0,0,0,0.044,0,0.022,0,0,0,0,0.01,0,0,0,0.002,0.001,0.022,0.008,0,0,0,0.026,0.212,0,0.004,0,0,0,0,0.007,0,0,0.366,0,1
"193","1961:TheGunsofNavarone",0,0,0,0.102,0,0,0,0,0,0,0.061,0.112,0,0,0,0,0,0,0.102,0.186,0.01,0.005,0.13,0,0.019,0.042,0,0,0,0,0,0.014,0,0,0.038,0,0,0,0.135,0,0.028,0,0,0,0,0,0,0,0,0,1
"194","1961:TheHustler",0,0,0,0,0.001,0,0.001,0.015,0,0,0.123,0,0,0.12,0,0,0,0.002,0.001,0,0,0,0.001,0.028,0,0.003,0,0,0,0.038,0.001,0,0,0.008,0.079,0,0,0,0,0,0.002,0,0.525,0,0,0.001,0,0,0,0.05,10
"195","1961:WestSideStory",0,0.002,0,0.006,0,0,0,0.013,0.001,0.029,0.377,0,0.006,0,0,0,0,0,0.001,0,0,0.09,0,0,0,0.022,0.001,0.012,0,0.076,0,0.076,0,0,0,0.016,0,0,0.038,0.005,0,0.109,0,0.083,0,0,0,0,0,0.035,18
"196","1962:LawrenceofArabia",0.01,0,0,0.069,0.328,0,0.006,0,0,0,0,0,0,0.271,0,0,0.039,0.002,0,0.019,0,0,0.053,0,0,0.002,0.013,0.004,0,0,0.011,0,0,0,0,0,0,0.021,0,0,0.006,0,0.009,0,0,0.001,0,0,0,0.137,16
"197","1962:MutinyontheBounty",0.002,0,0,0.275,0,0,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,6
"198","1962:TheMusicMan",0,0.04,0.003,0.094,0,0,0,0,0,0.086,0.191,0.001,0,0,0.083,0,0,0.09,0.001,0,0,0.018,0.002,0,0,0,0,0.006,0,0.07,0,0.001,0,0.146,0,0,0,0.06,0,0,0.002,0.05,0.024,0,0,0.004,0.027,0,0,0,17
"199","1962:ToKillaMockingbird",0,0.062,0,0.005,0.023,0,0,0,0,0,0.063,0,0,0.15,0,0,0,0.001,0.016,0,0,0.034,0,0.002,0,0,0,0,0,0,0,0.002,0,0,0.04,0,0,0.001,0.001,0,0,0,0,0,0,0.025,0.376,0,0.092,0.105,16
"200","1963:AmericaAmerica",0,0.019,0.04,0.099,0,0.002,0.013,0.066,0,0,0.031,0,0,0,0,0.003,0,0,0,0.101,0,0.45,0,0,0,0,0.001,0.006,0,0.001,0,0,0,0.001,0,0,0,0.032,0,0,0.008,0.115,0,0,0,0,0.007,0,0.004,0,19
"201","1963:Cleopatra",0,0,0.001,0.263,0,0,0.044,0.009,0,0,0,0,0,0.03,0,0,0.038,0.001,0,0.544,0,0,0,0,0,0,0,0.009,0,0,0,0.002,0,0,0,0,0,0,0.019,0,0.002,0,0,0,0,0,0.001,0,0,0.034,22
"202","1963:HowtheWestWasWon",0.005,0.281,0,0.079,0,0,0.02,0.01,0.001,0,0.313,0,0,0,0,0,0.001,0,0.001,0.065,0,0.017,0.041,0.001,0,0,0.007,0.013,0.044,0.002,0.023,0,0,0,0.001,0,0,0.017,0.022,0.001,0,0.032,0.001,0,0,0,0,0.001,0,0,2
"203","1963:LiliesoftheField",0,0.151,0,0,0,0,0,0.071,0.001,0,0.17,0,0,0,0.001,0,0,0,0,0.046,0,0.293,0,0.014,0.001,0,0,0.008,0,0.006,0.052,0,0,0.005,0,0,0,0,0.045,0,0,0,0.002,0,0,0,0.124,0,0,0.006,19
"204","1963:TomJones",0,0.008,0.001,0.113,0,0,0.021,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0.128,0.001,0.08,0.003,0,0,0,0,0.057,0,0.022,0,0.003,0.001,0,0,0,0.001,0.481,0,0,0,0.079,0,0,0,0,0,0,0,0,11
"205","1964:Becket",0,0,0,0.231,0,0,0,0,0,0.008,0.017,0,0,0.007,0.045,0,0.002,0,0,0.472,0,0.071,0.004,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0.005,0,0,0,0,0,0,22
"206","1964:Dr.Strangeloveor:HowILearnedtoStopWorryingandLovetheBomb",0,0,0,0.259,0,0,0,0.001,0,0,0.043,0,0.315,0,0,0,0,0,0.002,0.02,0,0,0,0,0.001,0,0.125,0,0.006,0.001,0,0,0.092,0,0,0,0,0,0.121,0.011,0,0.001,0,0,0,0,0,0,0,0,13
"207","1964:MaryPoppins",0,0.001,0,0.094,0,0.002,0.066,0.352,0.003,0,0.002,0,0,0.026,0,0,0,0,0,0,0.015,0.075,0,0,0,0.001,0,0,0.013,0.027,0,0.002,0,0.013,0,0,0.02,0.108,0,0,0,0.134,0,0,0,0,0,0,0,0.046,5
"208","1964:MyFairLady",0,0,0.017,0.1,0,0,0.007,0,0.001,0,0.041,0,0,0,0,0,0,0.017,0.001,0.027,0,0.106,0.001,0.001,0,0,0,0,0.006,0.07,0,0,0,0,0,0,0,0.435,0,0,0.004,0.129,0,0,0,0,0.002,0.004,0,0.027,11
"209","1964:ZorbatheGreek",0,0,0.003,0,0.006,0.002,0.017,0,0.059,0,0.087,0.006,0,0,0,0,0.029,0.004,0,0.054,0,0.176,0,0,0,0.044,0,0.002,0,0.135,0,0,0,0,0,0.003,0,0.136,0.022,0,0,0.214,0,0,0,0,0,0,0,0,19
"210","1965:Darling",0,0,0.044,0.187,0,0,0,0.009,0.067,0,0.013,0.054,0,0,0,0,0.001,0,0.048,0.042,0,0,0.001,0.002,0,0,0.013,0,0,0,0.001,0.001,0.032,0,0.018,0.007,0,0.076,0.024,0,0,0.358,0,0,0,0,0,0,0.001,0,12
"211","1965:DoctorZhivago",0,0,0,0.146,0.003,0,0,0,0,0.03,0.005,0,0.01,0,0,0,0.008,0,0.001,0.069,0,0.119,0,0,0.004,0,0,0,0,0.004,0,0.003,0,0.001,0,0,0,0.129,0.253,0,0.04,0.172,0,0,0,0,0.001,0,0,0,1
"212","1965:TheSoundofMusic",0.012,0.017,0,0.166,0,0.018,0,0,0,0,0,0.001,0,0.02,0.004,0,0.002,0,0,0.005,0,0.325,0,0,0,0.001,0.001,0.032,0,0,0.003,0.015,0,0.093,0,0.001,0.001,0.005,0.021,0,0,0.254,0.003,0,0,0,0.001,0,0.001,0.001,19
"213","1966:Alfie",0,0,0.062,0.045,0,0,0.023,0,0.11,0.001,0.263,0.005,0,0.001,0,0,0.004,0,0.002,0,0,0.079,0,0,0,0,0.018,0.008,0.001,0,0,0.006,0,0.004,0,0.001,0.032,0.015,0,0,0.026,0.188,0,0.001,0,0,0,0.024,0.001,0.08,14
"214","1966:AManforAllSeasons",0,0,0.035,0.074,0.024,0,0,0,0,0,0,0,0.003,0.345,0,0,0.004,0.018,0,0.273,0,0,0,0,0.003,0.023,0,0.008,0,0,0,0,0.001,0,0,0,0,0.064,0,0,0,0,0,0,0,0.008,0,0,0.014,0.101,16
"215","1966:TheSandPebbles",0,0,0,0.079,0,0,0.4,0,0,0.016,0.226,0,0.017,0.001,0.001,0,0,0.018,0,0.013,0.001,0,0.034,0.001,0,0.002,0.012,0,0,0.038,0.003,0,0,0,0,0,0.001,0,0.107,0.015,0,0,0,0.002,0,0,0,0.002,0.007,0.006,6
"216","1967:BonnieandClyde",0.001,0.062,0,0.016,0.038,0,0,0.028,0.05,0.021,0.045,0.002,0,0.246,0,0,0.001,0,0.003,0,0,0,0,0.156,0.008,0,0,0,0,0.057,0,0,0,0,0,0.011,0.001,0,0,0.003,0,0,0,0.047,0.003,0.009,0.029,0,0.002,0.161,16
"217","1967:DoctorDolittle",0.009,0,0.003,0.078,0.004,0.019,0.002,0,0.173,0,0.182,0,0.032,0,0,0,0,0,0,0,0,0.028,0.001,0,0.001,0,0,0,0.01,0.31,0,0,0.003,0,0.023,0,0,0.01,0,0,0.076,0.009,0,0,0,0,0.001,0.023,0.001,0,17
"218","1967:GuessWho'sComingtoDinner",0,0.001,0,0.358,0.003,0,0,0,0.015,0.021,0.067,0,0,0,0,0,0,0,0,0,0,0.079,0.001,0.001,0,0,0.018,0,0,0.067,0,0.001,0.014,0.001,0,0,0,0,0,0.001,0.027,0.239,0,0,0,0,0,0.085,0,0.001,5
"219","1967:IntheHeatoftheNight",0.008,0.108,0,0.018,0,0,0,0,0,0.023,0.253,0,0,0,0.024,0,0,0.001,0,0,0,0.008,0,0.004,0,0,0,0,0,0.226,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0.071,0.004,17
"220","1967:TheGraduate",0,0,0.049,0.026,0,0,0,0,0.009,0.008,0.002,0.001,0,0.106,0,0.014,0,0.032,0,0,0,0.019,0,0.113,0,0.012,0.016,0,0,0,0,0,0,0,0.015,0,0,0,0,0.001,0.001,0.03,0.293,0,0.101,0,0.096,0.012,0,0.044,10
"221","1968:Oliver!",0,0.071,0.039,0.066,0.002,0,0,0.03,0,0,0.227,0,0,0.006,0,0,0,0,0.006,0,0,0.087,0,0,0.005,0,0,0.036,0,0.001,0,0,0,0,0,0,0,0.372,0,0,0.002,0,0.039,0.007,0,0,0,0,0.001,0,11
"222","1968:RomeoandJuliet",0,0.002,0.008,0.008,0,0,0.001,0,0,0,0.007,0,0,0,0,0.001,0,0,0,0.049,0,0.038,0,0,0,0.001,0,0.819,0.001,0,0,0,0,0,0.001,0,0,0.034,0,0,0,0.002,0,0,0,0,0.001,0,0,0.027,21
"223","1968:TheLioninWinter",0,0.002,0,0.118,0,0,0.007,0,0,0.001,0.03,0,0,0.019,0,0.001,0,0,0.008,0.302,0,0.155,0,0,0,0,0,0.01,0,0.035,0.009,0.001,0,0,0.007,0,0,0.084,0.037,0.009,0,0.14,0,0,0,0,0,0,0,0.024,22
"224","1969:AnneoftheThousandDays",0,0,0,0.09,0,0,0,0,0.012,0,0,0,0,0,0.032,0,0,0,0,0.532,0,0.096,0,0,0,0,0,0.063,0,0,0,0,0.002,0,0,0,0,0.089,0,0.001,0,0.003,0,0,0,0,0,0,0.077,0,22
"225","1969:ButchCassidyandtheSundanceKid",0,0,0,0,0.194,0,0.002,0.077,0,0,0.111,0.003,0,0.2,0.013,0.009,0,0,0.002,0,0,0,0,0,0,0,0,0,0.038,0.007,0.022,0,0.014,0,0.015,0,0,0.001,0,0.055,0,0,0,0,0.002,0,0.006,0,0,0.227,16
"226","1969:MidnightCowboy",0,0.016,0.017,0.003,0,0,0,0.016,0.116,0,0.057,0.088,0,0.151,0,0,0.002,0,0,0.008,0,0,0,0.19,0,0,0,0,0,0,0.005,0,0.004,0.012,0.003,0.001,0.001,0,0,0,0.008,0,0.163,0.014,0,0,0.002,0,0,0.121,16
"227","1970:Airport",0,0,0,0.201,0.001,0,0.018,0,0.001,0,0.157,0,0.054,0,0,0,0,0,0,0,0,0,0.002,0.019,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.107,0,0.012,0.03,0,0,0,0.006,0,5
"228","1970:FiveEasyPieces",0.001,0,0,0.085,0,0.002,0.001,0,0.118,0,0,0,0,0.208,0,0,0,0,0,0,0,0.009,0.001,0.23,0,0.015,0,0,0,0.046,0.004,0,0.01,0.064,0.053,0,0,0,0,0,0,0.001,0.038,0,0.081,0,0,0,0,0.033,16
"229","1970:MASH",0,0,0,0.121,0,0.02,0.001,0.001,0.076,0.028,0.124,0.001,0.001,0.001,0,0,0,0,0,0.011,0.001,0.001,0.11,0,0.011,0,0.003,0.041,0,0.192,0,0,0,0,0.051,0,0,0,0.036,0.018,0.079,0.019,0,0.046,0,0,0,0.001,0.006,0.001,17
"230","1970:Patton",0,0,0,0.159,0,0,0,0,0,0,0.092,0,0.01,0,0,0,0,0,0.002,0.09,0,0,0.244,0,0.002,0,0.008,0.021,0.001,0.062,0.001,0,0.032,0.002,0,0,0,0.001,0.258,0.006,0.006,0,0,0.001,0,0,0,0,0,0,1
"231","1971:AClockworkOrange",0,0,0.042,0.063,0,0,0.014,0,0.017,0.02,0.045,0.003,0,0.012,0.021,0,0,0.001,0,0.025,0,0.055,0.003,0,0.278,0,0,0.018,0,0,0.023,0,0,0.026,0,0,0,0.069,0,0,0.09,0,0.017,0.04,0.004,0.026,0,0.004,0.001,0.079,16
"232","1971:FiddlerontheRoof",0,0,0.034,0.082,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0.154,0.003,0.352,0,0.058,0,0,0,0.023,0.016,0,0.017,0.007,0,0,0,0,0.003,0,0.01,0,0,0.217,0,0,0,0,0,0,0,0,19
"233","1971:TheFrenchConnection",0,0,0,0,0.082,0.001,0.004,0.012,0,0,0.041,0.033,0,0.06,0,0,0,0,0,0,0,0,0,0.19,0,0.021,0.009,0,0,0.028,0.043,0,0.001,0,0,0,0.001,0.001,0,0,0.002,0.001,0.149,0.122,0.067,0.038,0.001,0,0,0.092,16
"234","1971:TheLastPictureShow",0,0.005,0,0,0,0,0,0,0.149,0,0.102,0,0,0.191,0,0.009,0,0,0.006,0,0.005,0.001,0,0.219,0,0.002,0,0,0,0.092,0,0.008,0,0,0.07,0,0,0.003,0,0,0.002,0,0,0,0,0,0.077,0,0,0.056,16
"235","1972:Cabaret",0.002,0.002,0.001,0.109,0,0,0,0.092,0.14,0,0.04,0.033,0,0,0.016,0,0,0.022,0,0.009,0,0.01,0,0,0.01,0,0.001,0.002,0,0,0,0.001,0,0.017,0,0,0.003,0.138,0.115,0.002,0,0.232,0,0,0,0,0,0,0,0,12
"236","1972:Deliverance",0,0.095,0.003,0.103,0.003,0,0,0,0,0,0.157,0,0,0,0,0,0.007,0,0,0.015,0,0,0,0.037,0,0.018,0,0.002,0.003,0.456,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.053,0.04,17
"237","1972:Sounder",0.025,0.141,0,0,0.003,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0.07,0,0,0.062,0,0,0,0,0.12,0,0,0,0,0.073,0,0,0,0.001,0.002,0,0.001,0,0.001,0.06,0,0.211,0,0.008,0.111,16
"238","1972:TheGodfather",0,0,0.142,0.03,0,0,0,0.022,0,0,0.065,0.115,0,0,0.02,0,0,0,0,0,0.001,0.134,0,0.008,0,0,0.002,0,0.002,0.044,0,0,0,0.015,0.004,0,0,0,0.019,0,0.021,0.002,0.065,0.111,0.103,0.062,0,0.003,0.006,0,20
"239","1973:AmericanGraffiti",0,0,0,0,0,0,0,0,0.109,0.009,0.116,0,0.02,0.082,0.007,0.001,0,0.007,0.002,0,0,0.002,0,0.323,0,0.002,0.03,0,0,0.026,0,0.011,0.001,0.009,0,0.03,0,0,0,0.01,0,0,0,0.003,0.034,0,0,0.002,0,0.163,16
"240","1973:ATouchofClass",0,0,0,0.089,0,0,0.013,0.019,0.204,0.001,0.181,0.046,0,0,0,0,0,0,0.011,0,0,0.046,0,0,0,0.001,0.058,0,0,0.016,0,0,0,0,0.023,0,0.009,0,0.001,0.003,0,0.228,0,0,0,0.001,0.048,0,0,0,14
"241","1973:CriesandWhispers",0,0,0.002,0.275,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0.002,0.012,0,0,0.14,0,0,0,0,0,0.135,0,0,0,0.007,0,0,0,0,0,0.014,0,0,0.007,0.212,0,0,0.005,0,0.009,0.004,0.014,0.009,5
"242","1973:TheExorcist",0,0,0,0.002,0,0.009,0,0.001,0.055,0,0.003,0,0,0.035,0,0,0,0.018,0.003,0.025,0.008,0.116,0.004,0,0.005,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0.004,0,0.256,0,0.019,0,0.101,0.06,0.083,0.008,0,0.159,20
"243","1973:TheSting",0,0.002,0,0,0.017,0,0.007,0.027,0,0.025,0.154,0,0.001,0.104,0,0,0,0,0.001,0,0,0,0,0.092,0,0,0,0,0,0.081,0,0.007,0.001,0,0,0,0.002,0,0,0,0,0,0.189,0.036,0.167,0.001,0,0,0,0.085,20
"244","1974:Chinatown",0,0.037,0,0.031,0.058,0,0,0.011,0.027,0,0.078,0,0.001,0.151,0,0,0,0,0.001,0.002,0,0.013,0.002,0.069,0,0.059,0.009,0.001,0,0.004,0.006,0,0,0,0.002,0,0,0,0,0,0,0,0.121,0.041,0.111,0.035,0,0,0.02,0.106,16
"245","1974:Lenny",0,0.004,0,0.024,0,0.011,0,0,0.206,0.021,0.064,0,0,0.056,0.006,0,0,0,0.014,0,0.001,0.02,0,0.029,0,0,0,0.003,0,0.037,0,0,0.044,0.049,0.03,0.001,0.003,0,0.001,0,0.02,0,0.057,0.091,0.062,0.008,0,0,0.136,0,3
"246","1974:TheConversation",0,0,0,0.114,0,0,0,0,0.117,0,0.172,0,0,0,0,0,0.001,0,0,0,0,0.074,0,0,0,0.005,0,0,0,0.048,0,0,0.159,0.015,0.006,0,0,0,0.003,0,0.005,0.122,0.036,0.035,0.074,0,0,0,0.012,0,14
"247","1974:TheGodfatherPartII",0,0,0.098,0.105,0,0,0,0.065,0,0,0.01,0.005,0,0.124,0,0,0,0,0.013,0.022,0,0.076,0.008,0,0,0.013,0.031,0.001,0,0,0.004,0,0.012,0.003,0,0,0,0,0.02,0.002,0.004,0,0.031,0.085,0.043,0.153,0.034,0.006,0.005,0.024,16
"248","1974:TheToweringInferno",0,0.003,0,0.132,0,0.001,0.002,0.026,0.001,0.006,0.108,0,0.128,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0.016,0.122,0,0,0.163,0.003,0,0.001,0,0,0,0,0,0,0.067,0.001,0.03,0.112,0.021,0,0.023,0,0.012,0,0.019,17
"249","1975:BarryLyndon",0,0.029,0.063,0.118,0,0,0.003,0.028,0,0,0,0,0,0.07,0,0,0.041,0,0,0.07,0,0.046,0.06,0,0,0,0,0.012,0.011,0,0.001,0,0,0,0.005,0.008,0,0.397,0.006,0,0.003,0,0.016,0.001,0,0,0,0,0.011,0,11
"250","1975:DogDayAfternoon",0.001,0,0,0,0,0,0,0.089,0.037,0,0.022,0,0,0.19,0.003,0.005,0,0,0,0,0,0.015,0.001,0,0,0,0.044,0,0,0.079,0,0,0.016,0,0,0.006,0,0,0.002,0,0,0.008,0.049,0.305,0.052,0,0,0,0,0.072,16
"251","1975:Jaws",0,0,0,0.012,0.002,0,0.004,0,0.022,0.013,0.047,0,0.024,0.104,0,0.001,0.006,0.001,0,0,0,0.002,0,0.046,0.021,0.367,0.01,0,0,0.017,0,0,0.022,0.004,0.015,0,0,0,0,0.008,0.005,0,0.001,0.016,0,0,0,0,0.001,0.229,16
"252","1975:Nashville",0,0,0.014,0,0,0,0,0.002,0.052,0,0.061,0,0,0.033,0.002,0,0.011,0.001,0,0,0.051,0.029,0,0.136,0,0,0.034,0,0,0.003,0,0,0.045,0.18,0.053,0.006,0,0.004,0,0,0.133,0.025,0,0,0.118,0,0.005,0,0,0,20
"253","1975:OneFlewOvertheCuckoo'sNest",0,0,0,0.012,0.006,0.424,0,0,0,0,0.059,0,0,0.081,0,0,0,0.001,0,0,0,0,0,0.003,0,0.024,0,0,0,0.073,0,0,0,0,0.037,0,0,0,0,0,0.12,0,0.054,0,0.013,0,0,0,0,0.092,16
"254","1976:AllthePresident'sMen",0,0,0,0.059,0,0,0,0.008,0.015,0,0.08,0,0,0.079,0,0,0,0,0,0,0,0,0,0.002,0,0,0.007,0,0,0,0,0,0.429,0,0,0,0,0.001,0,0,0,0,0.052,0,0.176,0.01,0,0,0.036,0.045,20
"255","1976:Network",0,0.003,0.003,0.027,0,0,0,0.041,0.027,0.016,0.02,0.001,0.013,0.078,0.001,0,0.001,0,0.019,0.015,0.002,0,0.001,0,0.017,0,0.015,0.006,0,0.001,0,0,0.36,0.011,0.118,0,0,0.002,0,0.004,0.002,0.001,0.079,0,0.069,0,0,0,0,0.049,20
"256","1976:Rocky",0,0,0.01,0,0,0,0,0.02,0.023,0.03,0.049,0,0,0.105,0,0,0.01,0,0,0.001,0,0,0,0,0.003,0,0,0,0,0.085,0,0,0.004,0,0.034,0.32,0.018,0,0,0,0,0,0.082,0,0.07,0,0,0,0.001,0.133,20
"257","1976:TaxiDriver",0,0,0,0.05,0.004,0,0,0,0.084,0.021,0,0.005,0,0.058,0.001,0,0,0,0.02,0.001,0.186,0,0.01,0.115,0,0,0.001,0,0,0.005,0.006,0,0.046,0.001,0,0,0.002,0,0,0,0,0,0.083,0.071,0.13,0,0.001,0,0,0.099,20
"258","1977:AnnieHall",0,0,0,0.011,0.008,0.001,0,0,0.214,0.004,0.014,0.005,0,0.029,0.211,0,0,0.018,0.054,0,0,0.036,0,0.054,0,0.003,0.008,0,0,0.04,0.003,0,0.031,0,0,0,0,0,0.006,0,0.009,0.007,0.097,0,0.125,0,0,0.011,0,0,3
"259","1977:Julia",0,0,0,0.015,0,0,0.029,0,0.022,0,0,0.025,0,0.188,0,0.001,0.006,0,0.016,0.003,0,0.012,0,0,0,0.025,0.005,0.006,0.001,0.008,0.072,0,0.001,0.005,0.144,0,0,0.002,0.053,0,0.019,0.04,0.197,0.005,0.038,0,0.008,0,0,0.051,16
"260","1977:StarWars",0,0,0,0.044,0.001,0,0,0.007,0,0.002,0.005,0,0.638,0.067,0,0,0.034,0,0,0.015,0.001,0,0.002,0,0.011,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.001,0,0,0,0.001,0.004,0,0,0,0,0.162,13
"261","1977:TheGoodbyeGirl",0,0,0.018,0.019,0,0,0.005,0.02,0.262,0,0.096,0,0,0.063,0,0,0,0,0.098,0,0.001,0,0,0.013,0,0.003,0,0.009,0.003,0.009,0,0.004,0,0.001,0.036,0,0,0.001,0.006,0,0,0.035,0.08,0,0.123,0,0.04,0,0,0.053,3
"262","1977:TheTurningPoint",0,0,0,0.146,0,0.001,0,0,0.15,0,0.08,0,0,0.011,0,0.003,0.006,0,0.259,0,0,0.017,0,0,0,0,0.001,0,0.001,0.15,0,0,0,0.008,0.01,0,0,0.002,0.011,0,0,0.112,0.001,0,0,0,0,0.026,0.002,0,17
"263","1978:AnUnmarriedWoman",0.002,0,0,0.032,0.001,0.003,0,0.001,0.571,0.006,0.048,0,0,0.004,0,0,0,0,0.025,0.012,0.003,0.024,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0,0.009,0,0,0,0,0.053,0.092,0,0.093,0.019,0,0,0,0,3
"264","1978:ComingHome",0.007,0,0,0.027,0,0.002,0.007,0,0.116,0.022,0,0,0,0.07,0,0,0,0,0,0,0,0.001,0.052,0.114,0.013,0,0.023,0,0,0.023,0,0,0,0,0.055,0.016,0,0,0.001,0.038,0.056,0.018,0.054,0.017,0.144,0,0.034,0,0,0.089,20
"265","1978:HeavenCanWait",0.004,0,0.014,0.08,0,0,0,0,0.066,0,0.04,0.02,0,0.088,0,0.007,0,0,0,0.017,0,0,0,0,0.008,0,0.036,0,0,0,0,0,0.019,0,0.326,0,0.001,0,0,0,0.013,0.023,0.073,0.017,0.088,0.002,0,0,0,0.057,20
"266","1978:MidnightExpress",0,0.001,0,0,0,0,0,0.004,0.056,0,0.015,0.011,0,0.217,0,0,0,0,0,0,0,0.033,0.026,0.029,0.197,0,0.034,0,0,0,0.013,0,0.005,0,0.014,0.003,0,0,0.008,0.005,0,0,0.018,0.015,0,0,0,0.003,0.025,0.264,16
